Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,streamcluster,429.553864,0:07:10,0.0094,0.9244,0.0086
4,streamcluster,226.704749,0:03:47,0.0053,0.5173,0.0048
6,streamcluster,158.848236,0:02:39,0.0039,0.3820,0.0036
8,streamcluster,124.284867,0:02:04,0.0032,0.3113,0.0029
10,streamcluster,103.783897,0:01:44,0.0027,0.2703,0.0025
12,streamcluster,90.202937,0:01:30,0.0025,0.2426,0.0023
14,streamcluster,80.649002,0:01:21,0.0023,1.0891,0.0101
16,streamcluster,77.378397,0:01:18,0.0022,1.0632,0.0099
