Treads,App,Time,Energy,CO2eq,travelled
2,hotspot,139.7132,0.0031,0.3059,0.0028
4,hotspot,80.2511,0.0019,0.1879,0.0017
6,hotspot,50.8802,0.0013,0.1275,0.0012
8,hotspot,45.0965,0.0012,0.1184,0.0011
10,hotspot,32.066,0.0009,0.09,0.0008
12,hotspot,27.3385,0.0008,0.0805,0.0008
14,hotspot,24.1666,0.0008,0.0746,0.0007
16,hotspot,25.4232,0.0008,0.079,0.0007
