Treads,App,Time,Energy,CO2eq,travelled
2,lud,368908.1871,0.008,0.788,0.0073
4,lud,186236.6912,0.0043,0.4189,0.0039
6,lud,125207.9113,0.003,0.2959,0.0027
8,lud,94369.0024,0.0024,0.2338,0.0022
10,lud,75801.2953,0.002,0.1965,0.0018
12,lud,63542.1012,0.0017,0.1715,0.0016
14,lud,54832.7908,0.0016,0.1538,0.0014
16,lud,48609.3982,0.0014,0.1413,0.0013
