Threads,time_seconds,Time,Energy,CO2eq,travelled
2,NaN,NaN,NaN,NaN,NaN
2,573.07,0:09:38,0.0157,2.2191,0.0206
4,292.70,0:04:55,0.0087,1.2265,0.0114
6,202.85,0:03:25,0.0064,0.9075,0.0084
8,156.94,0:02:38,0.0053,0.7485,0.0070
10,222.95,0:03:45,0.0070,0.9994,0.0093
12,190.53,0:03:12,0.0063,0.8887,0.0083
14,165.26,0:02:47,0.0057,0.8065,0.0075
16,149.34,0:02:31,0.0053,0.7561,0.0070
