Treads|Time|Energy|CO2eq|travelled
2|0:04:15|0,0186|8,8474|0,0823
4|0:03:05|0,0144|6,8618|0,0638
6|0:02:44|0,0134|6,3774|0,0593
8|0:02:35|0,0132|6,2739|0,0584
10|0:02:30|0,0131|6,2251|0,0579
12|0:02:28|0,0131|6,2410|0,0581
14|0:02:04|0,0115|5,4451|0,0507
16|0:01:49|0,0106|5,0145|0,0466
18|0:01:35|0,0097|4,5911|0,0427
20|0:01:28|0,0093|4,4287|0,0412
22|0:01:18|0,0086|4,0758|0,0379
24|0:01:13|0,0083|3,9208|0,0365
26|0:01:26|0,0095|4,5320|0,0422
28|0:01:26|0,0095|4,5165|0,0420
30|0:01:29|0,0099|4,6894|0,0436
32|0:01:33|0,0102|4,8467|0,0451
34|0:01:37|0,0106|5,0241|0,0467
36|0:01:37|0,0106|1,5035|0,0140
38|0:01:33|0,0102|1,4522|0,0135
40|0:01:28|0,0098|1,3837|0,0129
42|0:01:24|0,0094|1,3343|0,0124
44|0:01:19|0,0089|1,2686|0,0118
46|0:01:19|0,0089|1,2591|0,0117
48|0:01:16|0,0085|1,2074|0,0112
