Treads|Time|Energy|CO2eq|travelled
2|0:04:15|0,0186|8,8295|0,0821
4|0:03:05|0,0144|6,8611|0,0638
6|0:02:44|0,0135|6,3944|0,0595
8|0:02:36|0,0132|6,2789|0,0584
10|0:02:31|0,0132|6,2778|0,0584
12|0:02:28|0,0131|6,2208|0,0579
14|0:02:05|0,0115|5,4515|0,0507
16|0:01:51|0,0107|5,1039|0,0475
18|0:01:37|0,0098|4,6581|0,0433
20|0:01:29|0,0093|4,4277|0,0412
22|0:01:17|0,0084|4,0105|0,0373
24|0:01:14|0,0083|3,9456|0,0367
26|0:01:27|0,0096|4,5689|0,0425
28|0:01:27|0,0097|4,5872|0,0427
30|0:01:30|0,0100|4,7274|0,0440
32|0:01:30|0,0099|4,7015|0,0437
34|0:01:37|0,0107|5,0642|0,0471
36|0:01:40|0,0108|5,1416|0,0478
38|0:01:32|0,0102|4,8418|0,0450
40|0:01:31|0,0100|4,7668|0,0443
42|0:01:20|0,0078|3,7273|0,0347
44|0:01:18|0,0088|4,1724|0,0388
46|0:01:14|0,0084|3,9914|0,0371
48|0:01:11|0,0080|3,8171|0,0355
