Treads,time_seconds,Time,Energy,CO2eq,travelled
2,340.67,0:05:44,0.0251,11.9271,0.1109
4,203.36,0:03:25,0.0164,7.7812,0.0724
6,162.10,0:02:44,0.0139,6.5925,0.0613
8,140.30,0:02:22,0.0125,5.9383,0.0552
10,127.92,0:02:09,0.0119,5.6643,0.0527
12,122.98,0:02:04,0.0116,5.5141,0.0513
14,111.84,0:01:53,0.0109,5.1962,0.0483
16,99.17,0:01:40,0.0102,4.8251,0.0449
18,89.47,0:01:30,0.0095,4.5278,0.0421
20,76.73,0:01:17,0.0086,4.0803,0.0380
22,74.70,0:01:15,0.0085,4.0559,0.0377
24,68.19,0:01:09,0.0082,3.8809,0.0361
26,84.30,0:01:25,0.0094,4.4453,0.0414
28,81.67,0:01:22,0.0091,4.3439,0.0404
30,89.79,0:01:31,0.0099,4.7243,0.0439
32,88.22,0:01:29,0.0098,4.6353,0.0431
34,81.01,0:01:22,0.0091,4.3007,0.0400
36,85.52,0:01:26,0.0093,4.4180,0.0411
38,82.29,0:01:23,0.0090,4.2939,0.0399
40,73.91,0:01:15,0.0085,4.0143,0.0373
42,79.88,0:01:21,0.0093,4.3950,0.0409
44,68.30,0:01:09,0.0081,3.8689,0.0360
46,66.58,0:01:07,0.0080,3.8040,0.0354
48,70.68,0:01:11,0.0083,3.9421,0.0367
