Threads,time_seconds,Time,Energy,CO2eq,travelled
2,46.05833,0:00:46,0.0015,0.2191,0.0020
4,24.36014,0:00:24,0.0010,0.1412,0.0013
6,17.99018,0:00:18,0.0007,0.1038,0.0010
8,14.93573,0:00:15,0.0006,0.0901,0.0008
10,13.31855,0:00:13,0.0006,0.0871,0.0008
12,12.20210,0:00:12,0.0006,0.0834,0.0008
14,12.46316,0:00:12,0.0006,0.0861,0.0008
16,11.48446,0:00:12,0.0003,0.0469,0.0004
18,11.86660,0:00:12,0.0006,0.0840,0.0008
20,11.35755,0:00:11,0.0003,0.1561,0.0015
22,12.28291,0:00:12,0.0006,0.3024,0.0028
24,12.26163,0:00:12,0.0007,0.3122,0.0029
26,11.51562,0:00:12,0.0003,0.1609,0.0015
28,12.23817,0:00:12,0.0007,0.3106,0.0029
30,11.73116,0:00:12,0.0003,0.1643,0.0015
32,12.06256,0:00:12,0.0007,0.3161,0.0029
34,10.97357,0:00:11,0.0003,0.1540,0.0014
36,11.47152,0:00:11,0.0003,0.1570,0.0015
38,11.79297,0:00:12,0.0003,0.1661,0.0015
40,11.49893,0:00:12,0.0003,0.1625,0.0015
