Threads,time_seconds,Time,Energy,CO2eq,travelled
1,78.724022,0:01:19,0.0020,0.2871,0.0027
2,54.006573,0:00:54,0.0015,0.2058,0.0019
3,46.857923,0:00:47,0.0013,0.1817,0.0017
4,43.027918,0:00:43,0.0012,0.1633,0.0015
5,41.614395,0:00:42,0.0011,0.1597,0.0015
6,41.137687,0:00:41,0.0011,0.1564,0.0015
7,41.323650,0:00:41,0.0011,0.1587,0.0015
8,41.038794,0:00:41,0.0011,0.1568,0.0015
9,43.974851,0:00:44,0.0012,0.1733,0.0016
10,43.231233,0:00:43,0.0012,0.1737,0.0016
11,42.448628,0:00:42,0.0012,0.1711,0.0016
12,42.030400,0:00:42,0.0012,0.1682,0.0016
13,42.028066,0:00:42,0.0012,0.1696,0.0016
14,41.951881,0:00:42,0.0012,0.1715,0.0016
15,42.108255,0:00:42,0.0012,0.1716,0.0016
16,42.229835,0:00:42,0.0012,0.1718,0.0016
