Treads|Time|Energy|CO2eq|travelled
2|0:03:14|0,0065|3,0639|0,0285
4|0:01:41|0,0036|1,6898|0,0157
6|0:01:11|0,0027|1,2902|0,0120
8|0:00:55|0,0023|1,0939|0,0102
10|0:00:45|0,0021|0,9862|0,0092
12|0:00:46|0,0026|1,2345|0,0115
14|0:00:29|0,0018|0,8421|0,0078
16|0:00:26|0,0016|0,7835|0,0073
18|0:00:23|0,0015|0,7129|0,0066
20|0:00:21|0,0014|0,6859|0,0064
22|0:00:31|0,0020|0,9712|0,0090
24|0:00:28|0,0019|0,9019|0,0084
26|0:00:26|0,0018|0,8482|0,0079
28|0:00:25|0,0017|0,8101|0,0075
30|0:00:23|0,0016|0,7723|0,0072
32|0:00:22|0,0015|0,7296|0,0068
34|0:00:21|0,0015|0,7078|0,0066
36|0:00:20|0,0014|0,6772|0,0063
38|0:00:19|0,0014|0,6559|0,0061
40|0:00:18|0,0013|0,6231|0,0058
