Treads,time_seconds,Time,Energy,CO2eq,travelled
2,191.81,0:03:20,0.0067,3.1655,0.0294
4,99.19,0:01:44,0.0036,1.7168,0.0160
6,67.57,0:01:11,0.0027,1.2783,0.0119
8,51.85,0:00:54,0.0023,1.0816,0.0101
10,41.81,0:00:44,0.0020,0.9463,0.0088
12,32.32,0:00:34,0.0020,0.9530,0.0089
14,27.83,0:00:29,0.0018,0.8545,0.0079
16,24.73,0:00:26,0.0017,0.8006,0.0074
18,22.50,0:00:24,0.0016,0.7700,0.0072
20,20.28,0:00:22,0.0015,0.7101,0.0066
22,29.40,0:00:31,0.0020,0.9735,0.0091
24,26.48,0:00:28,0.0019,0.8956,0.0083
26,24.98,0:00:26,0.0018,0.8562,0.0080
28,23.24,0:00:25,0.0017,0.8101,0.0075
30,22.03,0:00:23,0.0016,0.7818,0.0073
32,20.86,0:00:22,0.0016,0.7445,0.0069
34,19.56,0:00:21,0.0015,0.7151,0.0067
36,18.57,0:00:20,0.0014,0.6883,0.0064
38,17.87,0:00:19,0.0014,0.6705,0.0062
40,16.58,0:00:18,0.0013,0.6222,0.0058
