Treads,time_seconds,Time,Energy,CO2eq,travelled
2,191.45,0:03:20,0.0066,0.9393,0.0087
4,99.33,0:01:44,0.0037,0.5193,0.0048
6,67.81,0:01:11,0.0027,0.3851,0.0036
8,52.22,0:00:55,0.0023,0.3230,0.0030
10,42.29,0:00:44,0.0020,0.2858,0.0027
12,41.62,0:00:44,0.0024,0.3464,0.0032
14,27.41,0:00:29,0.0018,0.2520,0.0023
16,24.24,0:00:26,0.0017,0.2351,0.0022
18,21.75,0:00:23,0.0016,0.2225,0.0021
20,19.50,0:00:21,0.0014,0.2040,0.0019
22,29.08,0:00:31,0.0020,0.2873,0.0027
24,26.74,0:00:28,0.0019,0.2691,0.0025
26,24.89,0:00:26,0.0018,0.2537,0.0024
28,23.39,0:00:25,0.0017,0.2420,0.0023
30,21.92,0:00:23,0.0016,0.2320,0.0022
32,20.68,0:00:22,0.0016,0.2203,0.0020
34,19.61,0:00:21,0.0015,0.2112,0.0020
36,18.75,0:00:20,0.0015,0.2060,0.0019
38,17.73,0:00:19,0.0014,0.1983,0.0018
40,17.14,0:00:18,0.0013,0.1913,0.0018
