Treads,App,Time,Energy,CO2eq,travelled
2,ST,145.9247,0.0049,1.5996,0.0149
4,ST,77.7577,0.0028,0.9057,0.0084
6,ST,54.1653,0.002,0.6556,0.0061
8,ST,45.3092,0.0017,0.5644,0.0053
10,ST,40.4136,0.0016,0.5144,0.0048
12,ST,38.0198,0.0015,0.4923,0.0046
14,ST,36.8289,0.0015,0.4844,0.0045
16,ST,35.4849,0.0014,0.4705,0.0044
18,ST,34.8514,0.0014,0.4665,0.0043
20,ST,34.3679,0.0014,0.4672,0.0043
22,ST,34.7246,0.0015,0.479,0.0044
24,ST,34.6117,0.0015,0.4843,0.0045
26,ST,34.3797,0.0015,0.4884,0.0046
28,ST,34.2967,0.0015,0.496,0.0046
30,ST,34.3415,0.0015,0.5035,0.0047
32,ST,33.5177,0.0015,0.4981,0.0046
34,ST,33.9112,0.0016,0.5108,0.0047
36,ST,33.9486,0.0016,0.5183,0.0048
38,ST,33.8824,0.0016,0.5239,0.0049
40,ST,33.4371,0.0016,0.5244,0.0049
42,ST,33.8113,0.0016,0.5374,0.005
44,ST,33.9773,0.0017,0.5467,0.0051
46,ST,32.1672,0.0016,0.53,0.0049
48,ST,30.7918,0.0016,0.5123,0.0048
50,ST,29.1876,0.0015,0.4901,0.0046
52,ST,27.8893,0.0014,0.4744,0.0044
54,ST,27.3198,0.0014,0.4689,0.0044
56,ST,26.2732,0.0014,0.4563,0.0043
58,ST,25.2515,0.0014,0.4428,0.0041
60,ST,24.8503,0.0014,0.4449,0.0042
62,ST,24.0158,0.0013,0.439,0.0041
64,ST,23.0809,0.0013,0.4294,0.004
66,ST,22.5029,0.0013,0.426,0.004
68,ST,21.753,0.0013,0.4208,0.0039
70,ST,21.1194,0.0013,0.4138,0.0038
72,ST,20.4708,0.0012,0.4527,0.0042
74,ST,19.9707,0.0012,0.4476,0.0042
76,ST,19.3649,0.0012,0.4395,0.0041
78,ST,18.7749,0.0012,0.4311,0.004
80,ST,18.2705,0.0011,0.4192,0.0039
82,ST,17.7876,0.0011,0.4182,0.0039
84,ST,17.4273,0.0011,0.4139,0.0038
86,ST,17.333,0.0011,0.4169,0.0039
88,ST,16.7907,0.0011,0.4086,0.0038
