Treads|Time|Energy|CO2eq|travelled
2|0:02:20|0,0044|2,1048|0,0196
4|0:01:19|0,0035|1,6449|0,0153
6|0:01:01|0,0029|1,3615|0,0127
8|0:00:54|0,0027|1,2779|0,0119
10|0:00:47|0,0024|1,1636|0,0108
12|0:00:42|0,0024|1,1273|0,0105
14|0:00:39|0,0023|1,1116|0,0103
16|0:00:39|0,0024|1,1561|0,0108
18|0:00:38|0,0025|1,1838|0,0110
20|0:00:37|0,0026|1,2180|0,0113
22|0:00:47|0,0031|1,4934|0,0139
24|0:00:47|0,0032|1,5248|0,0142
26|0:00:48|0,0033|1,5748|0,0146
28|0:00:48|0,0033|1,5723|0,0146
30|0:00:47|0,0033|1,5860|0,0148
32|0:00:47|0,0034|1,5949|0,0148
34|0:00:46|0,0033|1,5690|0,0146
36|0:00:50|0,0036|1,7253|0,0160
38|0:00:50|0,0037|1,7485|0,0163
40|0:00:50|0,0037|1,7576|0,0163
