Treads|Time|Energy|CO2eq|travelled
2|0:02:22|0,0045|2,1396|0,0199
4|0:01:20|0,0035|1,6749|0,0156
6|0:01:02|0,0029|1,3855|0,0129
8|0:00:51|0,0026|1,2227|0,0114
10|0:00:48|0,0025|1,1979|0,0111
12|0:00:42|0,0023|1,1095|0,0103
14|0:00:40|0,0024|1,1328|0,0105
16|0:00:38|0,0024|1,1322|0,0105
18|0:00:37|0,0024|1,1617|0,0108
20|0:00:35|0,0025|1,1828|0,0110
22|0:00:48|0,0032|1,5400|0,0143
24|0:00:47|0,0032|1,5241|0,0142
26|0:00:47|0,0033|1,5445|0,0144
28|0:00:48|0,0033|1,5711|0,0146
30|0:00:47|0,0033|1,5812|0,0147
32|0:00:47|0,0033|1,5786|0,0147
34|0:00:49|0,0035|1,6757|0,0156
36|0:00:49|0,0035|1,6764|0,0156
38|0:00:50|0,0037|1,7565|0,0163
40|0:00:52|0,0038|1,8167|0,0169
