Threads,time_seconds,Time,Energy,CO2eq,travelled
2,142.34,0:02:22,0.0047,2.2311,0.0208
4,82.75,0:01:23,0.0036,1.7205,0.0160
6,63.80,0:01:04,0.0030,1.4260,0.0133
8,50.81,0:00:51,0.0025,1.2110,0.0113
10,47.43,0:00:47,0.0025,1.1923,0.0111
12,41.99,0:00:42,0.0024,1.1210,0.0104
14,39.76,0:00:40,0.0024,1.1305,0.0105
16,36.84,0:00:37,0.0023,1.1070,0.0103
18,35.93,0:00:36,0.0024,1.1324,0.0105
20,37.79,0:00:38,0.0026,1.2308,0.0114
22,48.17,0:00:48,0.0032,1.5278,0.0142
24,47.26,0:00:47,0.0032,1.5210,0.0141
26,48.14,0:00:48,0.0033,1.5618,0.0145
28,46.92,0:00:47,0.0033,1.5521,0.0144
30,47.89,0:00:48,0.0034,1.5951,0.0148
32,47.78,0:00:48,0.0034,1.6269,0.0151
34,49.39,0:00:49,0.0036,1.7008,0.0158
36,47.84,0:00:48,0.0035,1.6545,0.0154
38,49.71,0:00:50,0.0037,1.7366,0.0162
40,50.81,0:00:51,0.0038,1.7942,0.0167
