Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,218.734283,0:03:39,0.0063,0.8905,0.0083
4,histo,956.088867,0:15:56,0.0283,4.0094,0.0373
6,histo,1105.006958,0:18:25,0.0339,4.8048,0.0447
8,histo,1205.363525,0:20:06,0.0386,5.4719,0.0509
10,histo,1490.545654,0:24:51,0.0494,7.0009,0.0651
12,histo,1584.121460,0:26:24,0.0549,7.7885,0.0725
14,histo,1486.817383,0:24:47,0.0536,7.6055,0.0707
16,histo,1606.644043,0:26:48,0.0594,8.4266,0.0784
18,histo,1719.689209,0:28:40,0.0678,9.6061,0.0894
20,histo,1885.611450,0:31:26,0.0773,10.9615,0.1020
22,histo,1818.903320,0:30:19,0.0749,10.6139,0.0987
24,histo,1882.922241,0:31:23,0.0781,11.0692,0.1030
26,histo,2086.490967,0:34:47,0.0908,12.8696,0.1197
28,histo,2275.677002,0:37:57,0.1114,15.7929,0.1469
30,histo,2458.304443,0:40:59,0.1242,17.6073,0.1638
32,histo,3435.190918,0:57:16,0.1926,27.3066,0.2540
34,histo,2716.660400,0:45:17,0.1470,20.8414,0.1939
36,histo,2857.323975,0:47:38,0.1606,22.7752,0.2119
38,histo,3075.818604,0:51:16,0.1790,25.3829,0.2361
40,histo,3263.886475,0:54:25,0.1945,27.5745,0.2565
