Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lud,381762.412,0:06:22,0.0057,0.5580,0.0052
4,lud,203136.773,0:03:24,0.0033,0.3200,0.0030
6,lud,133089.421,0:02:13,0.0023,0.2223,0.0021
8,lud,103173.748,0:01:44,0.0018,0.1807,0.0017
10,lud,83540.991,0:01:24,0.0016,0.1534,0.0014
12,lud,70897.408,0:01:11,0.0014,0.1371,0.0013
14,lud,60756.749,0:01:01,0.0013,0.1239,0.0012
16,lud,54120.275,0:00:55,0.0012,0.1151,0.0011
18,lud,47387.380,0:00:48,0.0011,0.1067,0.0010
20,lud,43089.365,0:00:44,0.0010,0.1021,0.0010
22,lud,37710.981,0:00:38,0.0011,0.1086,0.0010
24,lud,35864.233,0:00:36,0.0011,0.1062,0.0010
26,lud,34606.505,0:00:35,0.0011,0.1047,0.0010
28,lud,32332.424,0:00:33,0.0010,0.1009,0.0009
30,lud,30141.006,0:00:31,0.0010,0.0961,0.0009
32,lud,28723.393,0:00:29,0.0010,0.0941,0.0009
34,lud,27363.939,0:00:28,0.0009,0.0917,0.0009
36,lud,26201.333,0:00:27,0.0009,0.0901,0.0008
38,lud,24972.028,0:00:25,0.0009,0.0886,0.0008
40,lud,24583.831,0:00:25,0.0009,0.0881,0.0008
