Threads,time_seconds,Time,Energy,CO2eq,travelled
2,275.49,0:04:38,0.0097,4.6072,0.0429
4,161.58,0:02:43,0.0063,2.9937,0.0278
6,143.67,0:02:25,0.0061,2.8917,0.0269
8,139.13,0:02:20,0.0066,3.1275,0.0291
10,146.85,0:02:28,0.0076,3.5918,0.0334
12,121.23,0:02:02,0.0073,3.4911,0.0325
14,106.82,0:01:47,0.0069,3.2868,0.0306
16,89.56,0:01:30,0.0063,2.9796,0.0277
18,80.01,0:01:21,0.0061,2.9046,0.0270
20,73.61,0:01:14,0.0061,2.8850,0.0268
22,99.44,0:01:40,0.0073,3.4635,0.0322
24,96.22,0:01:37,0.0071,3.3646,0.0313
26,102.91,0:01:44,0.0074,3.5091,0.0326
28,106.62,0:01:47,0.0078,3.7078,0.0345
30,111.21,0:01:52,0.0079,3.7753,0.0351
32,113.25,0:01:54,0.0083,3.9624,0.0369
34,101.25,0:01:42,0.0077,3.6632,0.0341
36,92.52,0:01:33,0.0073,3.4673,0.0323
38,92.55,0:01:33,0.0075,3.5776,0.0333
40,84.74,0:01:25,0.0072,3.4199,0.0318
