Treads|Time|Energy|CO2eq|travelled
2|0:04:39|0,0097|4,6301|0,0431
4|0:02:43|0,0063|2,9753|0,0277
6|0:02:23|0,0060|2,8662|0,0267
8|0:02:20|0,0065|3,0983|0,0288
10|0:02:28|0,0076|3,5960|0,0335
12|0:02:04|0,0077|3,6499|0,0340
14|0:01:45|0,0069|3,2766|0,0305
16|0:01:30|0,0063|3,0116|0,0280
18|0:01:20|0,0061|2,8984|0,0270
20|0:01:16|0,0062|2,9525|0,0275
22|0:01:42|0,0074|3,4931|0,0325
24|0:01:38|0,0072|3,4146|0,0318
26|0:01:42|0,0074|3,5145|0,0327
28|0:01:41|0,0075|3,5406|0,0329
30|0:01:54|0,0073|3,4573|0,0322
32|0:01:45|0,0078|3,7069|0,0345
34|0:01:37|0,0075|3,5614|0,0331
36|0:01:35|0,0074|3,5365|0,0329
38|0:01:35|0,0075|3,5752|0,0333
40|0:01:33|0,0077|3,6445|0,0339
