Treads,App,TimeCT,Energy,CO2eq,travelled
2,streamcluster,0:07:10,0.0095,0.9359,0.0087
4,streamcluster,0:03:47,0.0053,0.5239,0.0049
6,streamcluster,0:02:39,0.0039,0.3838,0.0036
8,streamcluster,0:02:04,0.0032,0.3136,0.0029
10,streamcluster,0:01:44,0.0028,0.2728,0.0025
12,streamcluster,0:01:30,0.0025,0.2451,0.0023
14,streamcluster,0:01:21,0.0023,0.2247,0.0021
16,streamcluster,0:01:16,0.0022,0.2171,0.0020
