Treads,App,TimeCT,Energy,CO2eq,travelled
2,streamcluster,0:07:10,0.0094,0.9257,0.0086
4,streamcluster,0:03:47,0.0052,0.5155,0.0048
6,streamcluster,0:02:39,0.0039,0.3795,0.0035
8,streamcluster,0:02:04,0.0032,0.3117,0.0029
10,streamcluster,0:01:44,0.0027,0.2697,0.0025
12,streamcluster,0:01:30,0.0025,0.2423,0.0023
14,streamcluster,0:01:21,0.0023,0.2222,0.0021
16,streamcluster,0:01:15,0.0022,0.2126,0.0020
