Treads|Time|Energy|CO2eq|travelled
2|0:00:29|0,0021|0,3024|0,0028
4|0:00:34|0,0026|0,3749|0,0035
6|0:00:26|0,0021|0,2955|0,0027
8|0:00:24|0,0020|0,2867|0,0027
10|0:00:26|0,0022|0,3100|0,0029
12|0:00:26|0,0023|0,3215|0,0030
14|0:00:26|0,0023|0,3275|0,0030
16|0:00:26|0,0024|0,3345|0,0031
18|0:00:26|0,0024|0,3458|0,0032
20|0:00:27|0,0025|0,3509|0,0033
22|0:00:27|0,0025|0,3500|0,0033
24|0:00:27|0,0025|0,3543|0,0033
26|0:00:26|0,0025|0,3496|0,0033
28|0:00:26|0,0025|0,3514|0,0033
30|0:00:27|0,0025|0,3560|0,0033
32|0:00:25|0,0024|0,3361|0,0031
34|0:00:26|0,0024|0,3466|0,0032
36|0:00:26|0,0025|0,3488|0,0032
38|0:00:26|0,0024|0,3427|0,0032
40|0:00:26|0,0025|0,3515|0,0033
42|0:00:27|0,0025|0,3585|0,0033
44|0:00:28|0,0026|0,3687|0,0034
46|0:00:27|0,0026|0,3658|0,0034
48|0:00:27|0,0026|0,3664|0,0034
