Treads,time_seconds,Time,Energy,CO2eq,travelled
2,90.93,0:01:39,0.0041,1.9325,0.0180
4,49.11,0:00:54,0.0024,1.1598,0.0108
6,35.28,0:00:38,0.0019,0.8980,0.0084
8,28.24,0:00:31,0.0016,0.7530,0.0070
10,23.75,0:00:26,0.0014,0.6661,0.0062
12,20.78,0:00:23,0.0013,0.6033,0.0056
14,18.46,0:00:20,0.0012,0.5800,0.0054
16,16.78,0:00:18,0.0012,0.5616,0.0052
18,15.84,0:00:17,0.0012,0.5571,0.0052
20,14.93,0:00:16,0.0012,0.5552,0.0052
22,14.68,0:00:16,0.0012,0.5539,0.0052
24,13.50,0:00:15,0.0012,0.5544,0.0052
26,12.54,0:00:14,0.0011,0.5267,0.0049
28,11.69,0:00:13,0.0011,0.5151,0.0048
30,10.92,0:00:12,0.0010,0.4642,0.0043
32,10.20,0:00:11,0.0009,0.4483,0.0042
34,9.66,0:00:11,0.0009,0.4342,0.0040
36,9.24,0:00:10,0.0009,0.4278,0.0040
38,8.82,0:00:10,0.0009,0.4156,0.0039
40,8.28,0:00:09,0.0009,0.4198,0.0039
42,7.98,0:00:09,0.0009,0.4126,0.0038
44,7.72,0:00:08,0.0009,0.4239,0.0039
46,10.32,0:00:11,0.0010,0.4803,0.0045
48,10.00,0:00:11,0.0010,0.4728,0.0044
50,10.23,0:00:11,0.0010,0.4798,0.0045
52,9.67,0:00:10,0.0010,0.4787,0.0045
54,10.05,0:00:11,0.0010,0.4746,0.0044
56,10.13,0:00:11,0.0010,0.4790,0.0045
58,9.81,0:00:11,0.0010,0.4888,0.0045
60,9.87,0:00:11,0.0010,0.4889,0.0045
62,10.13,0:00:11,0.0010,0.4949,0.0046
64,10.25,0:00:11,0.0011,0.5103,0.0047
66,10.40,0:00:11,0.0011,0.5173,0.0048
68,10.08,0:00:11,0.0011,0.5064,0.0047
70,10.12,0:00:11,0.0011,0.5082,0.0047
72,9.82,0:00:11,0.0010,0.4986,0.0046
74,9.51,0:00:10,0.0011,0.4993,0.0046
76,9.17,0:00:10,0.0010,0.4890,0.0045
78,8.78,0:00:09,0.0010,0.4794,0.0045
80,8.79,0:00:09,0.0010,0.4801,0.0045
82,8.75,0:00:09,0.0010,0.4801,0.0045
84,8.50,0:00:09,0.0010,0.4717,0.0044
86,8.17,0:00:09,0.0010,0.4789,0.0045
88,8.19,0:00:09,0.0010,0.4838,0.0045
