Treads|Time|Energy|CO2eq|travelled
2|0:01:39|0,0040|1,9202|0,0179
4|0:00:54|0,0024|1,1568|0,0108
6|0:00:38|0,0019|0,8879|0,0083
8|0:00:31|0,0016|0,7446|0,0069
10|0:00:26|0,0014|0,6687|0,0062
12|0:00:23|0,0013|0,5984|0,0056
14|0:00:20|0,0012|0,5782|0,0054
16|0:00:18|0,0012|0,5614|0,0052
18|0:00:17|0,0012|0,5540|0,0052
20|0:00:16|0,0012|0,5564|0,0052
22|0:00:16|0,0012|0,5550|0,0052
24|0:00:15|0,0012|0,5555|0,0052
26|0:00:14|0,0011|0,5335|0,0050
28|0:00:13|0,0011|0,5129|0,0048
30|0:00:12|0,0010|0,4688|0,0044
32|0:00:11|0,0009|0,4468|0,0042
34|0:00:10|0,0009|0,4330|0,0040
36|0:00:10|0,0009|0,4227|0,0039
38|0:00:10|0,0009|0,4178|0,0039
40|0:00:09|0,0008|0,3990|0,0037
42|0:00:09|0,0009|0,4155|0,0039
44|0:00:08|0,0008|0,3964|0,0037
46|0:00:11|0,0010|0,4806|0,0045
48|0:00:11|0,0010|0,4696|0,0044
50|0:00:11|0,0010|0,4751|0,0044
52|0:00:11|0,0010|0,4697|0,0044
54|0:00:11|0,0009|0,4482|0,0042
56|0:00:11|0,0010|0,4778|0,0044
58|0:00:11|0,0010|0,4793|0,0045
60|0:00:11|0,0010|0,4576|0,0043
62|0:00:11|0,0010|0,4941|0,0046
64|0:00:11|0,0011|0,5018|0,0047
66|0:00:11|0,0011|0,5136|0,0048
68|0:00:11|0,0011|0,5080|0,0047
70|0:00:11|0,0007|0,3517|0,0033
72|0:00:11|0,0010|0,4973|0,0046
74|0:00:10|0,0010|0,4920|0,0046
76|0:00:10|0,0010|0,4876|0,0045
78|0:00:09|0,0010|0,4808|0,0045
80|0:00:10|0,0010|0,4715|0,0044
82|0:00:09|0,0010|0,4736|0,0044
84|0:00:09|0,0010|0,4691|0,0044
86|0:00:09|0,0010|0,4778|0,0044
88|0:00:09|0,0010|0,4791|0,0045
