Treads|Time|Energy|CO2eq|travelled
2|0:01:39|0,0041|1,9359|0,0180
4|0:00:53|0,0024|1,1544|0,0107
6|0:00:38|0,0019|0,8940|0,0083
8|0:00:31|0,0016|0,7461|0,0069
10|0:00:26|0,0014|0,6680|0,0062
12|0:00:22|0,0013|0,6017|0,0056
14|0:00:20|0,0012|0,5788|0,0054
16|0:00:18|0,0012|0,5569|0,0052
18|0:00:17|0,0012|0,5582|0,0052
20|0:00:16|0,0012|0,5550|0,0052
22|0:00:16|0,0012|0,5519|0,0051
24|0:00:15|0,0012|0,5554|0,0052
26|0:00:14|0,0011|0,5264|0,0049
28|0:00:13|0,0011|0,5125|0,0048
30|0:00:12|0,0010|0,4669|0,0043
32|0:00:11|0,0009|0,4466|0,0042
34|0:00:11|0,0009|0,4338|0,0040
36|0:00:10|0,0009|0,4232|0,0039
38|0:00:10|0,0009|0,4203|0,0039
40|0:00:09|0,0009|0,4192|0,0039
42|0:00:09|0,0009|0,4136|0,0038
44|0:00:08|0,0009|0,4182|0,0039
46|0:00:11|0,0010|0,4840|0,0045
48|0:00:11|0,0010|0,4674|0,0043
50|0:00:11|0,0010|0,4735|0,0044
52|0:00:11|0,0010|0,4715|0,0044
54|0:00:11|0,0010|0,4747|0,0044
56|0:00:11|0,0010|0,4731|0,0044
58|0:00:11|0,0010|0,4873|0,0045
60|0:00:11|0,0010|0,4841|0,0045
62|0:00:11|0,0010|0,4909|0,0046
64|0:00:11|0,0011|0,5047|0,0047
66|0:00:11|0,0011|0,5169|0,0048
68|0:00:11|0,0011|0,5083|0,0047
70|0:00:11|0,0011|0,5084|0,0047
72|0:00:11|0,0010|0,4970|0,0046
74|0:00:10|0,0010|0,4889|0,0045
76|0:00:10|0,0010|0,4883|0,0045
78|0:00:09|0,0010|0,4735|0,0044
80|0:00:09|0,0010|0,4752|0,0044
82|0:00:09|0,0010|0,4782|0,0044
84|0:00:09|0,0010|0,4685|0,0044
86|0:00:09|0,0010|0,4774|0,0044
88|0:00:09|0,0010|0,4746|0,0044
