Treads|Time|Energy|CO2eq|travelled
2|0:01:05|0,0049|2,3050|0,0214
4|0:00:42|0,0034|1,5945|0,0148
6|0:00:36|0,0030|1,4238|0,0132
8|0:00:34|0,0029|1,3859|0,0129
10|0:00:34|0,0030|1,4112|0,0131
12|0:00:33|0,0030|1,4121|0,0131
14|0:00:30|0,0027|1,2845|0,0119
16|0:00:26|0,0024|1,1603|0,0108
18|0:00:23|0,0023|1,0982|0,0102
20|0:00:21|0,0021|1,0064|0,0094
22|0:00:19|0,0020|0,9581|0,0089
24|0:00:18|0,0020|0,9271|0,0086
26|0:00:21|0,0022|1,0571|0,0098
28|0:00:21|0,0022|1,0447|0,0097
30|0:00:21|0,0022|1,0458|0,0097
32|0:00:22|0,0023|1,0779|0,0100
34|0:00:24|0,0025|1,1929|0,0111
36|0:00:24|0,0025|1,1651|0,0108
38|0:00:23|0,0023|1,1048|0,0103
40|0:00:22|0,0023|1,0810|0,0101
42|0:00:22|0,0023|1,1059|0,0103
44|0:00:20|0,0022|1,0643|0,0099
46|0:00:20|0,0022|1,0662|0,0099
48|0:00:20|0,0023|1,0710|0,0100
