Threads,time_seconds,Time,Energy,CO2eq,travelled
2,56.43,0:01:02,0.0047,2.2253,0.0207
4,43.68,0:00:47,0.0037,1.7763,0.0165
6,42.08,0:00:45,0.0037,1.7638,0.0164
8,41.82,0:00:44,0.0038,1.7914,0.0167
10,42.19,0:00:44,0.0039,1.8684,0.0174
12,42.58,0:00:45,0.0040,1.9149,0.0178
14,37.04,0:00:39,0.0036,1.7274,0.0161
16,32.56,0:00:34,0.0033,1.5781,0.0147
18,29.53,0:00:31,0.0031,1.4937,0.0139
20,26.67,0:00:28,0.0030,1.4074,0.0131
22,24.09,0:00:25,0.0028,1.3361,0.0124
24,21.98,0:00:23,0.0027,1.2606,0.0117
26,24.32,0:00:26,0.0029,1.3543,0.0126
28,25.00,0:00:26,0.0029,1.3929,0.0130
30,26.60,0:00:28,0.0031,1.4658,0.0136
32,28.00,0:00:29,0.0032,1.5202,0.0141
34,28.85,0:00:30,0.0033,1.5514,0.0144
36,29.69,0:00:31,0.0033,1.5835,0.0147
38,28.29,0:00:30,0.0032,1.5400,0.0143
40,26.83,0:00:28,0.0031,1.4921,0.0139
42,26.08,0:00:27,0.0031,1.4548,0.0135
44,24.45,0:00:26,0.0029,1.3957,0.0130
46,23.26,0:00:24,0.0028,1.3402,0.0125
48,22.82,0:00:24,0.0028,1.3146,0.0122
