Threads,time_seconds,Time,Energy,CO2eq,travelled
1,127.27206,0:02:07,0.0029,0.4042,0.0038
2,67.18946,0:01:07,0.0016,0.2304,0.0021
3,47.77223,0:00:48,0.0012,0.1739,0.0016
4,39.35723,0:00:39,0.0011,0.1500,0.0014
5,35.32046,0:00:35,0.0010,0.1400,0.0013
6,32.77436,0:00:33,0.0009,0.1341,0.0012
7,31.88621,0:00:32,0.0009,0.1338,0.0012
8,31.70507,0:00:32,0.0010,0.1359,0.0013
9,42.57597,0:00:43,0.0012,0.1683,0.0016
10,39.50286,0:00:40,0.0011,0.1587,0.0015
11,36.86860,0:00:37,0.0011,0.1511,0.0014
12,34.90338,0:00:35,0.0010,0.1453,0.0014
13,33.60608,0:00:34,0.0010,0.1410,0.0013
14,33.09598,0:00:33,0.0010,0.1403,0.0013
15,32.92341,0:00:33,0.0010,0.1407,0.0013
16,33.69121,0:00:34,0.0010,0.1448,0.0013
