Threads,time_seconds,Time,Energy,CO2eq,travelled
2,335.78,0:05:38,0.0091,1.2920,0.0120
4,179.24,0:03:00,0.0053,0.7524,0.0070
6,131.15,0:02:12,0.0041,0.5869,0.0055
8,110.20,0:01:51,0.0037,0.5239,0.0049
10,139.80,0:02:21,0.0045,0.6358,0.0059
12,121.79,0:02:03,0.0040,0.5676,0.0053
14,111.11,0:01:52,0.0038,0.5338,0.0050
16,107.37,0:01:48,0.0037,0.5231,0.0049
