Treads|Time|Energy|CO2eq|travelled
2|0:04:11|0,0103|4,8866|0,0455
4|0:02:28|0,0068|3,2145|0,0299
6|0:01:53|0,0056|2,6698|0,0248
8|0:01:34|0,0050|2,3559|0,0219
10|0:01:27|0,0048|2,2977|0,0214
12|0:01:29|0,0051|2,4411|0,0227
14|0:01:32|0,0056|2,6450|0,0246
16|0:01:37|0,0061|2,8968|0,0269
18|0:01:45|0,0068|3,2116|0,0299
20|0:01:50|0,0073|3,4706|0,0323
22|0:01:56|0,0079|3,7691|0,0351
24|0:01:46|0,0074|3,5278|0,0328
26|0:01:41|0,0072|3,4165|0,0318
28|0:01:35|0,0069|3,2698|0,0304
30|0:01:28|0,0065|3,1056|0,0289
32|0:01:21|0,0063|2,9897|0,0278
34|0:01:22|0,0064|3,0620|0,0285
36|0:01:15|0,0061|2,9025|0,0270
38|0:01:11|0,0061|2,9020|0,0270
40|0:01:09|0,0062|2,9671|0,0276
42|0:01:07|0,0061|2,9118|0,0271
44|0:01:08|0,0065|3,1067|0,0289
46|0:01:14|0,0068|3,2529|0,0303
48|0:01:13|0,0067|3,1874|0,0296
50|0:01:14|0,0067|3,1886|0,0297
52|0:01:15|0,0068|3,2492|0,0302
54|0:01:16|0,0070|3,3304|0,0310
56|0:01:15|0,0070|3,3023|0,0307
58|0:01:16|0,0070|3,3270|0,0309
60|0:01:16|0,0069|3,2870|0,0306
62|0:01:20|0,0071|3,3606|0,0313
64|0:01:25|0,0074|3,5153|0,0327
66|0:01:29|0,0076|3,6087|0,0336
68|0:01:28|0,0076|3,6090|0,0336
70|0:01:28|0,0076|3,6106|0,0336
72|0:01:24|0,0074|3,5132|0,0327
74|0:01:21|0,0073|3,4662|0,0322
76|0:01:23|0,0075|3,5799|0,0333
78|0:01:19|0,0074|3,4994|0,0326
80|0:01:16|0,0072|3,4437|0,0320
82|0:01:15|0,0072|3,4270|0,0319
84|0:01:14|0,0072|3,4100|0,0317
86|0:01:13|0,0072|3,4092|0,0317
88|0:01:16|0,0073|3,4636|0,0322
