Treads|Time|Energy|CO2eq|travelled
2|0:04:12|0,0104|4,9189|0,0458
4|0:02:25|0,0067|3,1764|0,0295
6|0:01:53|0,0056|2,6641|0,0248
8|0:01:34|0,0049|2,3486|0,0218
10|0:01:27|0,0048|2,2918|0,0213
12|0:01:28|0,0051|2,4157|0,0225
14|0:01:31|0,0055|2,6019|0,0242
16|0:01:38|0,0061|2,9137|0,0271
18|0:01:44|0,0067|3,1981|0,0297
20|0:01:51|0,0074|3,5153|0,0327
22|0:01:55|0,0079|3,7510|0,0349
24|0:01:47|0,0075|3,5713|0,0332
26|0:01:40|0,0072|3,4163|0,0318
28|0:01:35|0,0069|3,2826|0,0305
30|0:01:27|0,0065|3,0980|0,0288
32|0:01:21|0,0063|2,9984|0,0279
34|0:01:21|0,0064|3,0169|0,0281
36|0:01:15|0,0062|2,9271|0,0272
38|0:01:11|0,0061|2,8968|0,0269
40|0:01:06|0,0061|2,8928|0,0269
42|0:01:07|0,0063|2,9755|0,0277
44|0:01:07|0,0065|3,0777|0,0286
46|0:01:16|0,0069|3,2920|0,0306
48|0:01:14|0,0068|3,2101|0,0299
50|0:01:13|0,0067|3,1804|0,0296
52|0:01:17|0,0070|3,3033|0,0307
54|0:01:14|0,0068|3,2311|0,0301
56|0:01:16|0,0069|3,2945|0,0306
58|0:01:15|0,0070|3,3194|0,0309
60|0:01:16|0,0070|3,3014|0,0307
62|0:01:21|0,0071|3,3907|0,0315
64|0:01:26|0,0074|3,5177|0,0327
66|0:01:31|0,0068|3,2247|0,0300
68|0:01:28|0,0076|3,5936|0,0334
70|0:01:32|0,0079|3,7610|0,0350
72|0:01:25|0,0074|3,5371|0,0329
74|0:01:22|0,0074|3,5117|0,0327
76|0:01:25|0,0076|3,6288|0,0338
78|0:01:20|0,0074|3,5013|0,0326
80|0:01:15|0,0072|3,4245|0,0319
82|0:01:15|0,0072|3,4236|0,0318
84|0:01:14|0,0072|3,4171|0,0318
86|0:01:15|0,0072|3,4394|0,0320
88|0:01:15|0,0072|3,4317|0,0319
