Treads|Time|Energy|CO2eq|travelled
2|0:02:01|0,0033|0,4639|0,0043
4|0:01:02|0,0019|0,2646|0,0025
6|0:00:43|0,0014|0,1965|0,0018
8|0:00:34|0,0011|0,1622|0,0015
10|0:00:43|0,0014|0,1967|0,0018
12|0:00:36|0,0012|0,1726|0,0016
14|0:00:32|0,0011|0,1567|0,0015
16|0:00:30|0,0011|0,1509|0,0014
