Treads|Time|Energy|CO2eq|travelled
2|0:02:58|0,0047|0,6656|0,0062
4|0:01:32|0,0026|0,3723|0,0035
6|0:01:03|0,0019|0,2693|0,0025
8|0:00:49|0,0016|0,2225|0,0021
10|0:01:05|0,0020|0,2792|0,0026
12|0:00:55|0,0017|0,2417|0,0022
14|0:00:48|0,0015|0,2152|0,0020
16|0:00:44|0,0014|0,2002|0,0019
