 Time in seconds    Time  Energy  CO2eq  km travelled by car  Treads
          196,89 0:03:36  0,0125 5,9165               0,0550       1
           99,62 0:01:50  0,0066 3,1403               0,0292       2
           69,97 0:01:17  0,0049 2,3062               0,0215       3
           54,30 0:01:00  0,0039 1,8474               0,0172       4
           44,80 0:00:49  0,0033 1,5602               0,0145       5
           38,47 0:00:42  0,0029 1,3844               0,0129       6
           33,87 0:00:37  0,0027 1,2643               0,0118       7
           29,92 0:00:33  0,0024 1,1518               0,0107       8
           27,30 0:00:30  0,0023 1,0778               0,0100       9
           25,76 0:00:28  0,0022 1,0375               0,0097      10
           23,23 0:00:25  0,0022 1,0470               0,0097      11
           21,47 0:00:23  0,0021 1,0029               0,0093      12
           19,93 0:00:22  0,0020 0,9282               0,0086      13
           18,80 0:00:21  0,0019 0,8930               0,0083      14
           17,49 0:00:19  0,0018 0,8533               0,0079      15
           16,22 0:00:18  0,0017 0,8227               0,0077      16
           15,37 0:00:17  0,0017 0,7980               0,0074      17
           14,71 0:00:16  0,0017 0,7879               0,0073      18
           13,74 0:00:15  0,0016 0,7724               0,0072      19
           13,35 0:00:15  0,0016 0,7663               0,0071      20
           18,85 0:00:20  0,0020 0,9348               0,0087      21
           18,18 0:00:20  0,0020 0,9353               0,0087      22
           17,84 0:00:19  0,0019 0,9076               0,0084      23
           17,44 0:00:19  0,0019 0,8809               0,0082      24
           16,83 0:00:18  0,0018 0,8769               0,0082      25
           16,55 0:00:18  0,0018 0,8733               0,0081      26
           16,61 0:00:18  0,0018 0,8731               0,0081      27
           16,85 0:00:18  0,0018 0,8616               0,0080      28
           16,71 0:00:18  0,0018 0,8732               0,0081      29
           17,14 0:00:19  0,0018 0,8740               0,0081      30
           16,18 0:00:18  0,0018 0,8613               0,0080      31
           15,74 0:00:17  0,0018 0,8504               0,0079      32
           15,21 0:00:16  0,0018 0,8353               0,0078      33
           15,23 0:00:16  0,0018 0,8333               0,0078      34
           14,47 0:00:16  0,0017 0,8131               0,0076      35
           14,19 0:00:15  0,0017 0,8020               0,0075      36
           13,78 0:00:15  0,0017 0,7998               0,0074      37
           13,33 0:00:14  0,0016 0,7789               0,0072      38
           13,27 0:00:14  0,0016 0,7776               0,0072      39
           12,87 0:00:14  0,0016 0,7593               0,0071      40
