Threads,time_seconds,Time,Energy,CO2eq,travelled
2,47.482628,0:00:47,0.0020,0.9423,0.0088
4,35.588009,0:00:36,0.0014,0.6679,0.0062
6,33.788542,0:00:34,0.0013,0.6031,0.0056
8,31.172605,0:00:31,0.0012,0.5575,0.0052
10,30.609626,0:00:31,0.0012,0.5909,0.0055
12,30.026244,0:00:30,0.0014,0.6598,0.0061
14,30.506861,0:00:31,0.0014,0.6455,0.0060
16,31.017875,0:00:31,0.0013,0.6123,0.0057
18,30.452474,0:00:30,0.0013,0.6119,0.0057
20,30.849331,0:00:31,0.0013,0.6273,0.0058
22,30.577493,0:00:31,0.0013,0.6344,0.0059
24,30.304287,0:00:30,0.0014,0.6666,0.0062
26,30.650743,0:00:31,0.0013,0.6331,0.0059
28,31.990544,0:00:32,0.0014,0.6664,0.0062
30,32.862820,0:00:33,0.0014,0.6809,0.0063
32,32.898027,0:00:33,0.0014,0.6774,0.0063
34,32.592310,0:00:33,0.0014,0.6613,0.0062
36,32.699811,0:00:33,0.0014,0.6804,0.0063
38,33.507737,0:00:34,0.0015,0.7017,0.0065
40,33.098988,0:00:33,0.0014,0.6883,0.0064
42,33.729127,0:00:34,0.0015,0.7022,0.0065
44,33.689352,0:00:34,0.0015,0.7026,0.0065
46,34.628681,0:00:35,0.0017,0.8074,0.0075
48,33.500955,0:00:34,0.0017,0.7923,0.0074
50,33.769193,0:00:34,0.0017,0.8218,0.0076
52,32.901363,0:00:33,0.0016,0.7628,0.0071
54,35.013828,0:00:35,0.0022,1.0542,0.0098
56,35.043629,0:00:35,0.0022,1.0686,0.0099
58,35.352240,0:00:35,0.0022,1.0427,0.0097
60,34.021924,0:00:34,0.0019,0.9224,0.0086
62,35.479961,0:00:35,0.0022,1.0416,0.0097
64,35.762430,0:00:36,0.0021,1.0099,0.0094
66,36.192384,0:00:36,0.0022,1.0598,0.0099
68,35.353212,0:00:35,0.0022,1.0242,0.0095
70,35.464632,0:00:35,0.0021,0.9894,0.0092
72,36.313908,0:00:36,0.0023,1.0922,0.0102
74,35.748921,0:00:36,0.0021,1.0206,0.0095
76,36.644454,0:00:37,0.0023,1.0885,0.0101
78,36.125393,0:00:36,0.0022,1.0291,0.0096
80,37.177304,0:00:37,0.0023,1.0731,0.0100
82,36.048137,0:00:36,0.0022,1.0225,0.0095
84,36.446654,0:00:36,0.0022,1.0254,0.0095
86,37.190435,0:00:37,0.0022,1.0600,0.0099
88,36.772215,0:00:37,0.0023,1.0965,0.0102
