Treads,time_seconds,Time,Energy,CO2eq,travelled
2,4.76021,0:00:05,0.0003,0.1653,0.0015
4,1.86181,0:00:02,0.0002,0.0718,0.0007
6,0.93659,0:00:01,0.0001,0.0408,0.0004
8,1.13627,0:00:01,0.0001,0.0506,0.0005
10,0.94303,0:00:01,0.0001,0.0439,0.0004
12,0.72551,0:00:01,0.0000,0.0000,0.0000
14,0.47565,0:00:00,0.0000,0.0000,0.0000
16,0.29251,0:00:00,0.0000,0.0000,0.0000
18,0.18503,0:00:00,0.0000,0.0000,0.0000
20,0.15302,0:00:00,0.0000,0.0000,0.0000
22,0.14637,0:00:00,0.0000,0.0000,0.0000
24,0.13969,0:00:00,0.0000,0.0000,0.0000
26,0.35499,0:00:00,0.0000,0.0000,0.0000
28,0.31214,0:00:00,0.0000,0.0000,0.0000
30,0.25566,0:00:00,0.0000,0.0000,0.0000
32,0.22859,0:00:00,0.0000,0.0000,0.0000
34,0.20275,0:00:00,0.0000,0.0000,0.0000
36,0.18465,0:00:00,0.0000,0.0000,0.0000
38,0.18145,0:00:00,0.0000,0.0000,0.0000
40,0.15751,0:00:00,0.0000,0.0000,0.0000
42,0.15719,0:00:00,0.0000,0.0000,0.0000
44,0.15791,0:00:00,0.0000,0.0000,0.0000
46,0.15251,0:00:00,0.0000,0.0000,0.0000
48,0.15159,0:00:00,0.0000,0.0000,0.0000
