Treads,time_seconds,Time,Energy,CO2eq,travelled
2,99.13,0:01:49,0.0037,1.7561,0.0163
4,53.89,0:00:59,0.0022,1.0561,0.0098
6,38.48,0:00:42,0.0017,0.8235,0.0077
8,30.06,0:00:33,0.0015,0.7083,0.0066
10,25.44,0:00:28,0.0014,0.6575,0.0061
12,21.09,0:00:23,0.0014,0.6690,0.0062
14,18.17,0:00:20,0.0012,0.5911,0.0055
16,15.80,0:00:17,0.0012,0.5582,0.0052
18,14.29,0:00:16,0.0011,0.5389,0.0050
20,12.90,0:00:14,0.0011,0.5241,0.0049
22,18.14,0:00:20,0.0013,0.6311,0.0059
24,17.46,0:00:19,0.0012,0.5928,0.0055
26,16.35,0:00:18,0.0012,0.5861,0.0055
28,16.16,0:00:18,0.0012,0.5766,0.0054
30,16.29,0:00:18,0.0012,0.5812,0.0054
32,15.14,0:00:16,0.0012,0.5742,0.0053
34,14.46,0:00:16,0.0012,0.5643,0.0052
36,13.71,0:00:15,0.0012,0.5512,0.0051
38,12.87,0:00:14,0.0011,0.5396,0.0050
40,12.48,0:00:14,0.0011,0.5380,0.0050
