Treads|Time|Energy|CO2eq|travelled
2|0:01:50|0,0037|0,5230|0,0049
4|0:01:00|0,0022|0,3148|0,0029
6|0:00:42|0,0017|0,2453|0,0023
8|0:00:33|0,0015|0,2110|0,0020
10|0:00:28|0,0014|0,1935|0,0018
12|0:00:23|0,0014|0,1985|0,0018
14|0:00:20|0,0012|0,1749|0,0016
16|0:00:17|0,0012|0,1683|0,0016
18|0:00:16|0,0011|0,1615|0,0015
20|0:00:14|0,0011|0,1569|0,0015
22|0:00:20|0,0013|0,1872|0,0017
24|0:00:19|0,0013|0,1783|0,0017
26|0:00:18|0,0012|0,1755|0,0016
28|0:00:17|0,0012|0,1735|0,0016
30|0:00:18|0,0012|0,1737|0,0016
32|0:00:16|0,0012|0,1716|0,0016
34|0:00:16|0,0012|0,1685|0,0016
36|0:00:15|0,0012|0,1660|0,0015
38|0:00:14|0,0011|0,1618|0,0015
40|0:00:13|0,0011|0,1608|0,0015
