Treads,time_seconds,Time,Energy,CO2eq,travelled
2,99.61,0:01:49,0.0037,1.7734,0.0165
4,54.21,0:01:00,0.0022,1.0603,0.0099
6,38.27,0:00:42,0.0017,0.8202,0.0076
8,29.83,0:00:33,0.0015,0.7096,0.0066
10,25.20,0:00:28,0.0014,0.6532,0.0061
12,20.89,0:00:23,0.0014,0.6437,0.0060
14,18.05,0:00:20,0.0012,0.5895,0.0055
16,15.75,0:00:17,0.0012,0.5531,0.0051
18,14.15,0:00:16,0.0011,0.5330,0.0050
20,12.79,0:00:14,0.0011,0.5150,0.0048
22,18.24,0:00:20,0.0013,0.6186,0.0058
24,17.24,0:00:19,0.0013,0.5976,0.0056
26,16.32,0:00:18,0.0012,0.5850,0.0054
28,16.00,0:00:17,0.0012,0.5752,0.0054
30,16.21,0:00:18,0.0012,0.5753,0.0054
32,15.06,0:00:16,0.0012,0.5661,0.0053
34,14.42,0:00:16,0.0012,0.5599,0.0052
36,13.58,0:00:15,0.0011,0.5441,0.0051
38,12.77,0:00:14,0.0011,0.5368,0.0050
40,12.37,0:00:13,0.0011,0.5356,0.0050
