Treads|Time|Energy|CO2eq|travelled
2|0:04:13|0,0101|4,7918|0,0446
4|0:02:25|0,0064|3,0269|0,0282
6|0:01:50|0,0052|2,4659|0,0229
8|0:01:33|0,0046|2,1836|0,0203
10|0:01:22|0,0042|2,0168|0,0188
12|0:01:14|0,0041|1,9328|0,0180
14|0:01:08|0,0040|1,8858|0,0175
16|0:01:04|0,0039|1,8577|0,0173
18|0:01:00|0,0038|1,8181|0,0169
20|0:00:58|0,0039|1,8315|0,0170
22|0:00:56|0,0039|1,8341|0,0171
24|0:00:50|0,0037|1,7508|0,0163
26|0:00:45|0,0035|1,6500|0,0153
28|0:00:41|0,0033|1,5663|0,0146
30|0:00:38|0,0032|1,5055|0,0140
32|0:00:36|0,0031|1,4533|0,0135
34|0:00:33|0,0029|1,3937|0,0130
36|0:00:31|0,0028|1,3423|0,0125
38|0:00:30|0,0028|1,3181|0,0123
40|0:00:28|0,0027|1,3024|0,0121
42|0:00:27|0,0027|1,2883|0,0120
44|0:00:27|0,0028|1,3069|0,0122
46|0:00:33|0,0032|1,5104|0,0141
48|0:00:34|0,0033|1,5593|0,0145
50|0:00:32|0,0032|1,5008|0,0140
52|0:00:32|0,0032|1,5148|0,0141
54|0:00:32|0,0032|1,5216|0,0142
56|0:00:33|0,0032|1,5292|0,0142
58|0:00:32|0,0032|1,5373|0,0143
60|0:00:33|0,0032|1,5428|0,0144
62|0:00:32|0,0032|1,5270|0,0142
64|0:00:31|0,0032|1,5159|0,0141
66|0:00:32|0,0032|1,5299|0,0142
68|0:00:31|0,0032|1,5094|0,0140
70|0:00:29|0,0030|1,4392|0,0134
72|0:00:29|0,0030|1,4232|0,0132
74|0:00:28|0,0030|1,4081|0,0131
76|0:00:28|0,0030|1,4074|0,0131
78|0:00:28|0,0029|1,3919|0,0129
80|0:00:27|0,0029|1,3808|0,0128
82|0:00:27|0,0029|1,3679|0,0127
84|0:00:27|0,0029|1,3605|0,0127
86|0:00:26|0,0028|1,3319|0,0124
88|0:00:26|0,0028|1,3124|0,0122
