Threads,time_seconds,Time,Energy,CO2eq,travelled
2,160.91,0:02:50,0.0039,1.8343,0.0171
4,84.07,0:01:29,0.0022,1.0363,0.0096
6,57.60,0:01:01,0.0016,0.7649,0.0071
8,44.79,0:00:47,0.0013,0.6354,0.0059
10,60.24,0:01:03,0.0017,0.8057,0.0075
12,51.08,0:00:54,0.0015,0.7055,0.0066
14,44.21,0:00:47,0.0013,0.6294,0.0059
16,40.22,0:00:42,0.0012,0.5854,0.0054
