Treads|Time|Energy|CO2eq|travelled
2|0:02:48|0,0066|3,1199|0,0290
4|0:01:39|0,0041|1,9695|0,0183
6|0:01:00|0,0028|1,3164|0,0122
8|0:00:48|0,0023|1,1096|0,0103
10|0:00:39|0,0020|0,9554|0,0089
12|0:00:33|0,0018|0,8563|0,0080
14|0:00:29|0,0017|0,8078|0,0075
16|0:00:25|0,0016|0,7368|0,0069
18|0:00:23|0,0015|0,7096|0,0066
20|0:00:23|0,0016|0,7460|0,0069
22|0:00:21|0,0014|0,6743|0,0063
24|0:00:19|0,0014|0,6555|0,0061
26|0:00:18|0,0014|0,6458|0,0060
28|0:00:21|0,0016|0,7614|0,0071
30|0:00:18|0,0015|0,6975|0,0065
32|0:00:15|0,0013|0,5994|0,0056
34|0:00:14|0,0012|0,5807|0,0054
36|0:00:14|0,0012|0,5814|0,0054
38|0:00:12|0,0011|0,5381|0,0050
40|0:00:12|0,0012|0,5594|0,0052
42|0:00:11|0,0010|0,4811|0,0045
44|0:00:11|0,0010|0,4765|0,0044
46|0:00:15|0,0014|0,6795|0,0063
48|0:00:15|0,0014|0,6616|0,0062
50|0:00:15|0,0014|0,6601|0,0061
52|0:00:14|0,0013|0,6406|0,0060
54|0:00:14|0,0013|0,6336|0,0059
56|0:00:14|0,0013|0,6308|0,0059
58|0:00:13|0,0013|0,6108|0,0057
60|0:00:13|0,0013|0,6059|0,0056
62|0:00:13|0,0013|0,5941|0,0055
64|0:00:13|0,0013|0,5981|0,0056
66|0:00:12|0,0012|0,5866|0,0055
68|0:00:12|0,0012|0,5540|0,0052
70|0:00:12|0,0011|0,5378|0,0050
72|0:00:12|0,0011|0,5376|0,0050
74|0:00:11|0,0011|0,5196|0,0048
76|0:00:11|0,0011|0,5237|0,0049
78|0:00:11|0,0011|0,5062|0,0047
80|0:00:11|0,0011|0,5163|0,0048
82|0:00:10|0,0011|0,4992|0,0046
84|0:00:10|0,0010|0,4790|0,0045
86|0:00:10|0,0010|0,4858|0,0045
88|0:00:10|0,0010|0,4674|0,0043
