Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,cutcp,46.159184,0:00:47,0.0016,0.7561,0.0070
4,cutcp,24.162304,0:00:24,0.0009,0.4495,0.0042
6,cutcp,17.923677,0:00:18,0.0007,0.3476,0.0032
8,cutcp,14.045558,0:00:14,0.0006,0.2680,0.0025
10,cutcp,11.519264,0:00:12,0.0004,0.2036,0.0019
12,cutcp,9.983773,0:00:11,0.0003,0.1317,0.0012
14,cutcp,8.704133,0:00:09,0.0004,0.1919,0.0018
16,cutcp,8.144427,0:00:09,0.0002,0.1141,0.0011
18,cutcp,7.449565,0:00:08,0.0002,0.1061,0.0010
20,cutcp,6.639948,0:00:07,0.0003,0.1415,0.0013
22,cutcp,6.077248,0:00:06,0.0003,0.1466,0.0014
24,cutcp,5.666664,0:00:06,0.0003,0.1460,0.0014
26,cutcp,5.214840,0:00:05,0.0003,0.1404,0.0013
28,cutcp,4.871316,0:00:05,0.0003,0.1362,0.0013
30,cutcp,4.527572,0:00:05,0.0003,0.1320,0.0012
32,cutcp,4.328290,0:00:04,0.0003,0.1291,0.0012
34,cutcp,4.117263,0:00:04,0.0003,0.1244,0.0012
36,cutcp,3.944092,0:00:04,0.0003,0.1228,0.0011
38,cutcp,3.824564,0:00:04,0.0002,0.1146,0.0011
40,cutcp,3.606824,0:00:04,0.0002,0.1161,0.0011
42,cutcp,3.447370,0:00:04,0.0002,0.1110,0.0010
44,cutcp,3.382310,0:00:04,0.0003,0.1216,0.0011
46,cutcp,3.174757,0:00:03,0.0002,0.1118,0.0010
48,cutcp,3.086109,0:00:03,0.0002,0.1136,0.0011
50,cutcp,3.078295,0:00:03,0.0002,0.1112,0.0010
52,cutcp,2.993144,0:00:04,0.0002,0.0750,0.0007
54,cutcp,2.945467,0:00:03,0.0002,0.1116,0.0010
56,cutcp,2.810626,0:00:03,0.0002,0.1030,0.0010
58,cutcp,2.855122,0:00:03,0.0002,0.1109,0.0010
60,cutcp,2.668764,0:00:03,0.0002,0.1168,0.0011
62,cutcp,2.812549,0:00:03,0.0002,0.0961,0.0009
64,cutcp,2.666290,0:00:03,0.0002,0.0864,0.0008
66,cutcp,2.540516,0:00:03,0.0002,0.1091,0.0010
68,cutcp,2.496580,0:00:03,0.0003,0.1203,0.0011
70,cutcp,2.410959,0:00:03,0.0002,0.1033,0.0010
72,cutcp,2.284812,0:00:03,0.0002,0.1062,0.0010
74,cutcp,2.261613,0:00:03,0.0002,0.0994,0.0009
76,cutcp,2.196871,0:00:02,0.0002,0.1036,0.0010
78,cutcp,2.243935,0:00:03,0.0002,0.0972,0.0009
80,cutcp,2.218255,0:00:03,0.0002,0.0875,0.0008
82,cutcp,2.123196,0:00:02,0.0002,0.0990,0.0009
84,cutcp,2.000465,0:00:02,0.0002,0.0948,0.0009
86,cutcp,1.979848,0:00:02,0.0002,0.1019,0.0009
88,cutcp,2.076503,0:00:02,0.0002,0.1154,0.0011
