Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lbm,663.953491,0:11:07,0.0248,3.5216,0.0328
4,lbm,354.637512,0:05:58,0.0147,2.0773,0.0193
6,lbm,259.155121,0:04:22,0.0112,1.5907,0.0148
8,lbm,201.405396,0:03:25,0.0094,1.3391,0.0125
10,lbm,166.392044,0:02:50,0.0079,1.1223,0.0104
12,lbm,144.927521,0:02:29,0.0072,1.0253,0.0095
14,lbm,129.613083,0:02:14,0.0065,0.9238,0.0086
16,lbm,117.000656,0:02:01,0.0062,0.8795,0.0082
18,lbm,106.828735,0:01:51,0.0058,0.8257,0.0077
20,lbm,97.058723,0:01:41,0.0054,0.7589,0.0071
22,lbm,89.602341,0:01:33,0.0050,0.7153,0.0067
24,lbm,82.188957,0:01:26,0.0050,0.7143,0.0066
26,lbm,76.471947,0:01:20,0.0046,0.6502,0.0060
28,lbm,71.710571,0:01:15,0.0050,0.7020,0.0065
30,lbm,67.822212,0:01:11,0.0046,0.6535,0.0061
32,lbm,65.549706,0:01:08,0.0045,0.6311,0.0059
34,lbm,64.446098,0:01:07,0.0045,0.6360,0.0059
36,lbm,64.805458,0:01:08,0.0046,0.6532,0.0061
38,lbm,62.928158,0:01:06,0.0045,0.6347,0.0059
40,lbm,62.103241,0:01:05,0.0050,0.7039,0.0065
42,lbm,62.005974,0:01:05,0.0049,0.6969,0.0065
44,lbm,61.848404,0:01:05,0.0049,0.6985,0.0065
46,lbm,59.599529,0:01:02,0.0049,0.7014,0.0065
48,lbm,56.897739,0:01:00,0.0046,0.6569,0.0061
50,lbm,54.783844,0:00:58,0.0043,0.6131,0.0057
52,lbm,53.101299,0:00:56,0.0042,0.5996,0.0056
54,lbm,52.029339,0:00:55,0.0047,0.6682,0.0062
56,lbm,49.340717,0:00:52,0.0046,0.6481,0.0060
58,lbm,48.482140,0:00:51,0.0045,0.6319,0.0059
60,lbm,46.657028,0:00:50,0.0044,0.6253,0.0058
62,lbm,44.092377,0:00:47,0.0036,0.5152,0.0048
64,lbm,40.496620,0:00:43,0.0041,0.5774,0.0054
66,lbm,36.307568,0:00:39,0.0038,0.5453,0.0051
68,lbm,33.755016,0:00:37,0.0030,0.4283,0.0040
70,lbm,32.217983,0:00:35,0.0030,0.4244,0.0039
72,lbm,31.164721,0:00:34,0.0029,1.3900,0.0129
74,lbm,29.941669,0:00:33,0.0034,1.6364,0.0152
76,lbm,29.223295,0:00:32,0.0034,1.5995,0.0149
78,lbm,28.708200,0:00:32,0.0034,1.6109,0.0150
80,lbm,27.873079,0:00:31,0.0035,1.6575,0.0154
82,lbm,28.063259,0:00:31,0.0036,1.6968,0.0158
84,lbm,28.196548,0:00:31,0.0035,1.6664,0.0155
86,lbm,28.599031,0:00:31,0.0036,1.7327,0.0161
88,lbm,29.594988,0:00:33,0.0037,1.7753,0.0165
