Treads|Time|Energy|CO2eq|travelled
2|0:01:02|0,0046|0,6583|0,0061
4|0:00:47|0,0038|0,5323|0,0050
6|0:00:45|0,0037|0,5278|0,0049
8|0:00:44|0,0038|0,5354|0,0050
10|0:00:44|0,0039|0,5580|0,0052
12|0:00:44|0,0040|0,5742|0,0053
14|0:00:39|0,0037|0,5202|0,0048
16|0:00:34|0,0033|0,4749|0,0044
18|0:00:31|0,0032|0,4482|0,0042
20|0:00:28|0,0030|0,4187|0,0039
22|0:00:26|0,0029|0,4075|0,0038
24|0:00:23|0,0027|0,3811|0,0035
26|0:00:26|0,0029|1,3606|0,0127
28|0:00:27|0,0030|1,4064|0,0131
30|0:00:28|0,0031|1,4671|0,0136
32|0:00:29|0,0032|1,5346|0,0143
34|0:00:30|0,0033|1,5511|0,0144
36|0:00:31|0,0034|1,5988|0,0149
38|0:00:29|0,0032|1,5283|0,0142
40|0:00:28|0,0031|1,4883|0,0138
42|0:00:27|0,0031|1,4622|0,0136
44|0:00:25|0,0029|1,3565|0,0126
46|0:00:24|0,0028|1,3083|0,0122
48|0:00:24|0,0027|1,3015|0,0121
