Treads|Time|Energy|CO2eq|travelled
2|0:01:03|0,0047|0,6732|0,0063
4|0:00:47|0,0037|0,5311|0,0049
6|0:00:45|0,0037|0,5250|0,0049
8|0:00:44|0,0038|0,5342|0,0050
10|0:00:44|0,0039|0,5555|0,0052
12|0:00:45|0,0040|0,5727|0,0053
14|0:00:39|0,0037|0,5192|0,0048
16|0:00:34|0,0033|0,4723|0,0044
18|0:00:31|0,0031|0,4446|0,0041
20|0:00:28|0,0030|0,4189|0,0039
22|0:00:25|0,0028|0,4015|0,0037
24|0:00:23|0,0027|0,3817|0,0036
26|0:00:26|0,0028|0,4027|0,0037
28|0:00:27|0,0030|0,4225|0,0039
30|0:00:28|0,0031|0,4401|0,0041
32|0:00:30|0,0032|0,4566|0,0042
34|0:00:30|0,0033|0,4676|0,0043
36|0:00:31|0,0033|0,4736|0,0044
38|0:00:29|0,0032|0,4546|0,0042
40|0:00:29|0,0032|0,4510|0,0042
42|0:00:27|0,0030|0,4306|0,0040
44|0:00:25|0,0029|0,4110|0,0038
46|0:00:24|0,0028|0,3961|0,0037
48|0:00:24|0,0027|0,3895|0,0036
