Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,ST,122.22785,0:02:02,0.0044,2.1242,0.0198
4,ST,109.42998,0:01:49,0.0041,1.9675,0.0183
6,ST,107.61724,0:01:48,0.0042,2.0021,0.0186
8,ST,104.96135,0:01:45,0.0042,2.0010,0.0186
10,ST,102.85345,0:01:43,0.0041,1.9927,0.0185
12,ST,99.67308,0:01:40,0.0041,1.9562,0.0182
14,ST,95.43269,0:01:35,0.0039,1.8942,0.0176
16,ST,91.55805,0:01:32,0.0039,1.8568,0.0173
18,ST,88.71574,0:01:29,0.0038,1.8289,0.0170
20,ST,83.93981,0:01:24,0.0036,1.7333,0.0161
22,ST,86.33658,0:01:26,0.0038,1.8225,0.0170
24,ST,86.97467,0:01:27,0.0038,1.8178,0.0169
26,ST,79.53579,0:01:20,0.0035,1.7034,0.0158
28,ST,73.98798,0:01:14,0.0034,1.6328,0.0152
30,ST,68.70177,0:01:09,0.0032,1.5565,0.0145
32,ST,61.56282,0:01:02,0.0030,1.4349,0.0133
34,ST,60.86019,0:01:01,0.0030,1.4548,0.0135
36,ST,55.16506,0:00:55,0.0028,1.3465,0.0125
38,ST,50.64630,0:00:51,0.0026,1.2622,0.0117
40,ST,48.00055,0:00:48,0.0025,1.2172,0.0113
42,ST,46.58297,0:00:47,0.0025,1.2121,0.0113
44,ST,45.82720,0:00:46,0.0025,1.2020,0.0112
46,ST,41.66507,0:00:42,0.0023,1.1142,0.0104
48,ST,41.46817,0:00:41,0.0023,1.1205,0.0104
