Threads,time_seconds,Time,Energy,CO2eq,travelled
2,4.71403,0:00:05,0.0003,0.1642,0.0015
4,2.23220,0:00:02,0.0002,0.0862,0.0008
6,0.93472,0:00:01,0.0001,0.0414,0.0004
8,0.78399,0:00:01,0.0000,0.0000,0.0000
10,0.63278,0:00:01,0.0000,0.0000,0.0000
12,0.55675,0:00:01,0.0000,0.0000,0.0000
14,0.43192,0:00:00,0.0000,0.0000,0.0000
16,0.26010,0:00:00,0.0000,0.0000,0.0000
18,0.18527,0:00:00,0.0000,0.0000,0.0000
20,0.15022,0:00:00,0.0000,0.0000,0.0000
22,0.15103,0:00:00,0.0000,0.0000,0.0000
24,0.13854,0:00:00,0.0000,0.0000,0.0000
26,0.34195,0:00:00,0.0000,0.0000,0.0000
28,0.29938,0:00:00,0.0000,0.0000,0.0000
30,0.27155,0:00:00,0.0000,0.0000,0.0000
32,0.24861,0:00:00,0.0000,0.0000,0.0000
34,0.20421,0:00:00,0.0000,0.0000,0.0000
36,0.19465,0:00:00,0.0000,0.0000,0.0000
38,0.17857,0:00:00,0.0000,0.0000,0.0000
40,0.16389,0:00:00,0.0000,0.0000,0.0000
42,0.15964,0:00:00,0.0000,0.0000,0.0000
44,0.15737,0:00:00,0.0000,0.0000,0.0000
46,0.15370,0:00:00,0.0000,0.0000,0.0000
48,0.15486,0:00:00,0.0000,0.0000,0.0000
