Treads|Time|Energy|CO2eq|travelled
2|0:07:20|0,0174|8,2561|0,0768
4|0:04:11|0,0111|5,2547|0,0489
6|0:03:00|0,0085|4,0612|0,0378
8|0:02:24|0,0071|3,3840|0,0315
10|0:02:01|0,0064|3,0281|0,0282
12|0:01:48|0,0060|2,8586|0,0266
14|0:01:37|0,0057|2,6997|0,0251
16|0:01:24|0,0053|2,5305|0,0235
18|0:01:18|0,0051|2,4372|0,0227
20|0:01:12|0,0050|2,3639|0,0220
22|0:01:11|0,0050|2,3923|0,0223
24|0:01:04|0,0049|2,3093|0,0215
26|0:01:00|0,0047|2,2366|0,0208
28|0:00:56|0,0045|2,1413|0,0199
30|0:00:51|0,0043|2,0345|0,0189
32|0:00:47|0,0042|1,9955|0,0186
34|0:00:48|0,0043|2,0191|0,0188
36|0:00:45|0,0041|1,9617|0,0182
38|0:00:42|0,0040|1,9140|0,0178
40|0:00:38|0,0039|1,8576|0,0173
42|0:00:38|0,0039|1,8612|0,0173
44|0:00:38|0,0040|1,8763|0,0175
46|0:00:48|0,0043|2,0616|0,0192
48|0:00:48|0,0043|2,0612|0,0192
50|0:00:49|0,0044|2,0816|0,0194
52|0:00:49|0,0044|2,0828|0,0194
54|0:00:43|0,0042|1,9788|0,0184
56|0:00:43|0,0042|1,9867|0,0185
58|0:00:39|0,0040|1,9196|0,0179
60|0:00:39|0,0041|1,9303|0,0180
62|0:00:39|0,0041|1,9273|0,0179
64|0:00:40|0,0041|1,9367|0,0180
66|0:00:41|0,0041|1,9494|0,0181
68|0:00:41|0,0041|1,9677|0,0183
70|0:00:41|0,0041|1,9546|0,0182
72|0:00:41|0,0041|1,9642|0,0183
74|0:00:40|0,0041|1,9486|0,0181
76|0:00:39|0,0041|1,9422|0,0181
78|0:00:39|0,0041|1,9407|0,0181
80|0:00:33|0,0038|1,7955|0,0167
82|0:00:33|0,0038|1,8040|0,0168
84|0:00:33|0,0038|1,8092|0,0168
86|0:00:33|0,0038|1,8168|0,0169
88|0:00:32|0,0038|1,7982|0,0167
