Treads|Time|Energy|CO2eq|travelled
2|0:07:26|0,0175|8,3318|0,0775
4|0:04:12|0,0110|5,2450|0,0488
6|0:03:01|0,0086|4,0738|0,0379
8|0:02:25|0,0072|3,4236|0,0318
10|0:02:03|0,0064|3,0438|0,0283
12|0:01:49|0,0060|2,8692|0,0267
14|0:01:36|0,0057|2,6910|0,0250
16|0:01:24|0,0053|2,5196|0,0234
18|0:01:18|0,0049|2,3421|0,0218
20|0:01:12|0,0050|2,3729|0,0221
22|0:01:11|0,0050|2,3867|0,0222
24|0:01:02|0,0048|2,2825|0,0212
26|0:01:00|0,0047|2,2224|0,0207
28|0:00:56|0,0045|2,1376|0,0199
30|0:00:51|0,0043|2,0534|0,0191
32|0:00:48|0,0042|2,0093|0,0187
34|0:00:47|0,0042|2,0020|0,0186
36|0:00:44|0,0041|1,9337|0,0180
38|0:00:43|0,0041|1,9399|0,0180
40|0:00:38|0,0039|1,8482|0,0172
42|0:00:38|0,0039|1,8699|0,0174
44|0:00:38|0,0040|1,8885|0,0176
46|0:00:48|0,0043|2,0590|0,0192
48|0:00:49|0,0043|2,0659|0,0192
50|0:00:49|0,0043|2,0648|0,0192
52|0:00:49|0,0044|2,0880|0,0194
54|0:00:43|0,0042|1,9746|0,0184
56|0:00:43|0,0042|1,9839|0,0185
58|0:00:39|0,0040|1,9148|0,0178
60|0:00:39|0,0040|1,9163|0,0178
62|0:00:40|0,0041|1,9335|0,0180
64|0:00:40|0,0041|1,9342|0,0180
66|0:00:41|0,0041|1,9420|0,0181
68|0:00:41|0,0041|1,9470|0,0181
70|0:00:41|0,0041|1,9580|0,0182
72|0:00:41|0,0041|1,9575|0,0182
74|0:00:40|0,0041|1,9487|0,0181
76|0:00:39|0,0041|1,9407|0,0181
78|0:00:38|0,0041|1,9244|0,0179
80|0:00:33|0,0038|1,7890|0,0166
82|0:00:33|0,0038|1,8072|0,0168
84|0:00:33|0,0038|1,8159|0,0169
86|0:00:32|0,0038|1,7987|0,0167
88|0:00:33|0,0038|1,8034|0,0168
