Treads|Time|Energy|CO2eq|travelled
2|0:01:44|0,0043|2,0273|0,0189
4|0:01:01|0,0028|1,3208|0,0123
6|0:00:49|0,0024|1,1438|0,0106
8|0:00:45|0,0023|1,0798|0,0100
10|0:00:43|0,0023|1,0906|0,0101
12|0:00:41|0,0023|1,1056|0,0103
14|0:00:41|0,0024|1,1619|0,0108
16|0:00:41|0,0025|1,1993|0,0112
18|0:00:40|0,0026|1,2198|0,0113
20|0:00:41|0,0027|1,2672|0,0118
22|0:00:40|0,0027|1,3010|0,0121
24|0:00:37|0,0026|1,2426|0,0116
26|0:00:35|0,0025|1,1935|0,0111
28|0:00:32|0,0024|1,1198|0,0104
30|0:00:30|0,0023|1,0968|0,0102
32|0:00:28|0,0022|1,0421|0,0097
34|0:00:27|0,0022|1,0326|0,0096
36|0:00:25|0,0021|1,0186|0,0095
38|0:00:24|0,0021|1,0103|0,0094
40|0:00:23|0,0021|1,0026|0,0093
42|0:00:22|0,0021|0,9948|0,0093
44|0:00:21|0,0021|0,9893|0,0092
46|0:00:23|0,0022|1,0564|0,0098
48|0:00:23|0,0022|1,0565|0,0098
50|0:00:24|0,0022|1,0646|0,0099
52|0:00:24|0,0022|1,0621|0,0099
54|0:00:25|0,0023|1,0789|0,0100
56|0:00:25|0,0023|1,0858|0,0101
58|0:00:25|0,0023|1,1035|0,0103
60|0:00:26|0,0023|1,0996|0,0102
62|0:00:27|0,0023|1,1143|0,0104
64|0:00:27|0,0024|1,1247|0,0105
66|0:00:27|0,0024|1,1384|0,0106
68|0:00:26|0,0024|1,1240|0,0105
70|0:00:26|0,0024|1,1319|0,0105
72|0:00:26|0,0024|1,1190|0,0104
74|0:00:25|0,0023|1,1013|0,0102
76|0:00:24|0,0023|1,0831|0,0101
78|0:00:23|0,0023|1,0788|0,0100
80|0:00:23|0,0023|1,0735|0,0100
82|0:00:23|0,0023|1,0689|0,0099
84|0:00:22|0,0022|1,0618|0,0099
86|0:00:21|0,0022|1,0514|0,0098
88|0:00:21|0,0022|1,0471|0,0097
