"out_bt.C.x.Threads","out_bt.C.x.time_seconds.Media","out_bt.C.x.time_seconds.SD","out_bt.C.x.CO2eq.Media","out_bt.C.x.CO2eq.SD","out_cg.C.x.Threads","out_cg.C.x.time_seconds.Media","out_cg.C.x.time_seconds.SD","out_cg.C.x.CO2eq.Media","out_cg.C.x.CO2eq.SD","out_ft.C.x.Threads","out_ft.C.x.time_seconds.Media","out_ft.C.x.time_seconds.SD","out_ft.C.x.CO2eq.Media","out_ft.C.x.CO2eq.SD","out_mg.C.x.Threads","out_mg.C.x.time_seconds.Media","out_mg.C.x.time_seconds.SD","out_mg.C.x.CO2eq.Media","out_mg.C.x.CO2eq.SD","out_sp.C.x.Threads","out_sp.C.x.time_seconds.Media","out_sp.C.x.time_seconds.SD","out_sp.C.x.CO2eq.Media","out_sp.C.x.CO2eq.SD","out_ua.C.x.Threads","out_ua.C.x.time_seconds.Media","out_ua.C.x.time_seconds.SD","out_ua.C.x.CO2eq.Media","out_ua.C.x.CO2eq.SD","PO.Threads","PO.time_seconds.Media","PO.time_seconds.SD","PO.CO2eq.Media","PO.CO2eq.SD","ST.Threads","ST.time_seconds.Media","ST.time_seconds.SD","ST.CO2eq.Media","ST.CO2eq.SD","FFT.Threads","FFT.time_seconds.Media","FFT.time_seconds.SD","FFT.CO2eq.Media","FFT.CO2eq.SD","HPCG.Threads","HPCG.time_seconds.Media","HPCG.time_seconds.SD","HPCG.CO2eq.Media","HPCG.CO2eq.SD","JA.Threads","JA.time_seconds.Media","JA.time_seconds.SD","JA.CO2eq.Media","JA.CO2eq.SD","LULESH.Threads","LULESH.time_seconds.Media","LULESH.time_seconds.SD","LULESH.CO2eq.Media","LULESH.CO2eq.SD"
44,37.601,0.211263395367541,1.87984,0.0090212342097225,44,10.849,0.538360680419941,0.48175,0.125821056796282,44,7.661,0.0324722103412201,0.38553,0.0925850485889716,44,20.362,0.151862510917679,0.85643,0.294446214858409,44,66.107,0.763908807821108,2.62835,0.905688602666502,44,26.653,0.327619359080694,1.11642,0.380216604348393,44,0.409318,0.0203220284420626,0,0,44,0.494886,0.0150370802425944,0,0,44,33.5669503,0.381483082730211,0.56488,0.247378490037702,44,12.341546,0.222882204174712,0.31107,0.104542357709952,44,19.670702,0.294710428718693,0.58802,0.200994266363772,44,36.677,0.775572190206832,1.42281,0.338655460608566
46,47.439,0.12862088995701,2.06344,0.00740843363261692,46,14.726,0.421721340329001,0.64105,0.154818921108931,46,10.344,0.055015149428741,0.44735,0.107185024347828,46,22.686,0.0512510162500864,0.91068,0.312984471748289,46,74.392,0.75313861790362,2.80608,0.964467153752095,46,32.865,0.422801503203468,1.30811,0.452444843661142,46,0.45358,0.0584051624430581,0,0,46,0.495549,0.0343199988506863,0.001,0.00316227766016838,46,33.7410116,0.738256871537603,0.59078,0.252331095542697,46,12.115609,0.373297065781545,0.29126,0.107064063895304,46,20.111577,0.346342296677403,0.62283,0.217317770659568,46,39.519,0.750428766328513,1.53679,0.366915686500318
48,48.002,0.123809890109348,2.0646,0.00618708331930316,48,14.226,0.217112362102617,0.62292,0.148967966728123,48,9.997,0.0235937844922485,0.43812,0.104274709834701,48,22.924,0.162699450248338,0.91456,0.315352501883915,48,73.038,0.582805475456622,2.74497,0.944892199671476,48,32.685,0.426959534902833,1.31361,0.454417046457449,48,0.429912,0.0504109542328517,0,0,48,0.484103,0.047893448879315,0.0011,0.00347850542618522,48,33.936604,0.517181474209113,0.62183,0.270216501881156,48,12.055633,0.195135513827357,0.29542,0.111236662621238,48,19.85926,0.443425805117885,0.61812,0.213442080616213,48,40.847,0.716458109188682,1.59936,0.379717819790785
50,48.359,0.145636533878009,2.07082,0.0067200859782859,50,13.855,0.268214259294484,0.61304,0.148040566512471,50,10.18,0.0429469957557505,0.44159,0.105380806285269,50,23.294,0.113254874803104,0.91452,0.317398437999377,50,72.732,0.567309439371497,2.73078,0.938041357534115,50,32.534,0.222321089118119,1.30182,0.448697789410893,50,0.460869,0.0736863633471847,0,0,50,0.455383,0.0303193312188042,0,0,50,34.2281438,0.711935156880457,0.66961,0.284268544591983,50,11.564861,0.401850289797083,0.20466,0.0855692987518823,50,19.573277,0.257560303189154,0.61724,0.212754309004542,50,41.103,0.650231582677366,1.62613,0.392152184319642
52,48.53,0.158675069805492,2.08568,0.00591472738171421,52,13.546,0.337415009874915,0.60267,0.146305965929851,52,9.76,0.101214843004593,0.44161,0.10655107747513,52,23.09,0.0777460252646041,0.91599,0.316628494015024,52,74.678,1.79610566380588,2.79243,0.96916026200234,52,32.294,0.437777213761622,1.30384,0.449139820347987,52,0.436847,0.0478704269762542,0,0,52,0.470419,0.0440435099141242,0.00094,0.00297254100055828,52,34.160503,0.735659805929495,0.67164,0.287296583883469,52,11.652736,0.431277358325758,0.19586,0.0829018589792908,52,19.235002,0.358463172408734,0.61107,0.209637491610849,52,41.735,0.736828790606518,1.65685,0.395329947287354
54,42.851,0.146093577317188,1.98095,0.00646722506180206,54,13.008,0.186297253513482,0.55546,0.159109209175473,54,9.972,0.0530827446330516,0.43946,0.105071004563581,54,24.122,0.0889194391945131,0.93016,0.320647688974121,54,73.61,0.857178835223757,2.79763,0.963720308722632,54,32.137,0.424998039211163,1.30308,0.451401508391119,54,0.430962,0.0754170334134729,0,0,54,0.445895,0.0286667047480367,0.00093,0.00294091822395659,54,34.729773,0.474322879381405,0.77451,0.3408051820485,54,11.475513,0.325225065832195,0.17641,0.0505166518200792,54,19.082468,0.361772116510441,0.61281,0.210568539646569,54,42.13,1.14857399510098,1.68481,0.400843581157982
56,42.552,0.142890789688411,1.98284,0.00986026819558617,56,12.786,0.124204133049857,0.5796,0.139033089586616,56,10.108,0.0553373492518589,0.44316,0.106426690470222,56,24.56,0.137840487520902,0.93194,0.320588161561423,56,74.835,0.457608517791743,2.83764,0.978752076427484,56,32.066,0.378394268220624,1.30752,0.452440222693685,56,0.437566,0.0778623602119649,0,0,56,0.45045,0.0482941655091195,0,0,56,34.8022134,0.65268036414571,0.77368,0.328951559419384,56,11.340437,0.596671080785348,0.20403,0.106164819973473,56,18.31021,0.443993315640374,0.60657,0.213930783458368,56,42.381,0.732855147124361,1.70849,0.403388991889687
58,38.411,0.105034385903962,1.91178,0.00588194979010644,58,12.492,0.116026816823621,0.57073,0.135542900547719,58,9.826,0.0231900361745679,0.45074,0.107305132941326,58,24.931,0.279461784308496,0.94821,0.327148856536796,58,73.638,1.31828845267052,2.83088,0.976193156888305,58,31.671,0.421569817599779,1.30187,0.451429970082724,58,0.411876,0.0249944581413116,0,0,58,0.466354,0.0644676720362832,0,0,58,34.9055514,0.539388366450001,0.80919,0.351217496558598,58,11.254902,0.2323449330342,0.17055,0.0584341081903369,58,18.065319,0.29852297441645,0.60584,0.208889126359203,58,43.38,0.763602572604944,1.76617,0.420348696652883
60,38.708,0.131047065336593,1.92107,0.0066043840658224,60,12.232,0.135466272965307,0.56413,0.135111641492015,60,9.824,0.0356526452189894,0.44561,0.106669765059166,60,25.318,0.190017543049758,0.94921,0.326800559125049,60,76.599,1.2046064364209,2.85619,0.977548852374027,60,31.604,0.434797526314133,1.30465,0.450594575718202,60,0.406502,0.0284868031044396,0,0,60,0.431758,0.0520838919010048,0,0,60,35.2530727,0.555651125851275,0.81166,0.346891978703586,60,11.226282,0.334576431387508,0.17082,0.0598833087484874,60,17.681771,0.709212474986634,0.60535,0.21209104046245,60,44.15,0.890268374018631,1.80339,0.423073020884102
62,39.176,0.109767430911399,1.92884,0.00608316438121552,62,12.017,0.113240157776883,0.55817,0.132926964491366,62,10.1,0.0282842712474619,0.4553,0.10967416387747,62,26.121,0.0927900856772968,0.96182,0.33008683638636,62,80.254,0.721898730971164,2.90744,0.994619985723191,62,31.711,0.281916063158287,1.30991,0.447728631725364,62,0.434692,0.0714032267867185,0,0,62,0.395698,0.0278192370691777,0,0,62,35.4484879,0.57493713099365,0.82343,0.356936499332242,62,10.882269,0.50855234421837,0.16566,0.0573010025120756,62,17.584916,0.432075883206746,0.60667,0.206265810437783,62,44.564,0.958705145263943,1.83677,0.443839222767284
64,39.889,0.0677331364826523,1.93489,0.00305230331971703,64,11.909,0.160031246948838,0.55529,0.131580650806517,64,10.253,0.0454728246074264,0.47261,0.112387864607844,64,26.139,0.0595259047250298,0.96911,0.332809536622175,64,85.32,1.37854190280085,3.03125,1.0451655990533,64,31.468,0.223547161317994,1.30999,0.449876053177119,64,0.450037,0.0795064482430339,0,0,64,0.406852,0.0450135801237311,0,0,64,35.1623734,0.852411719684828,0.9181,0.33169868857142,64,11.339082,0.435576801846318,0.20063,0.0968885963935442,64,17.564667,0.366864670933151,0.61875,0.214722188730772,64,45.172,0.949769562695196,1.88722,0.454100910958493
66,40.913,0.0512184862460158,1.94792,0.00281772169590177,66,11.829,0.433370511225672,0.55266,0.131207149195461,66,10.362,0.038528488738133,0.4788,0.114922640647234,66,26.179,0.101264230824337,0.97694,0.335166019226956,66,89.001,0.956689314482213,3.06298,1.05418253405713,66,31.599,0.282191818134797,1.26568,0.454940847925432,66,0.442114,0.073645522335034,0,0,66,0.404623,0.0817797993326524,0,0,66,35.9066811,0.360441369177491,0.90169,0.309566508560313,66,10.637031,0.745258882021692,0.1604,0.0532312982286841,66,17.315328,0.403317288408133,0.61123,0.209733296514089,66,45.876,0.946222900683438,1.91595,0.447951391832244
68,40.992,0.1316392376493,1.96339,0.0106738985900706,68,11.349,0.134697191260001,0.53315,0.127188960474825,68,10.115,0.0440328160454096,0.47261,0.114870985119055,68,25.612,0.261482950368343,0.96658,0.331183127589556,68,88.604,0.814496436115249,3.11832,1.0731641510557,68,30.421,0.453613883777334,1.28166,0.439505457430407,68,0.430574,0.0681831224147312,0,0,68,0.376716,0.0333900737745017,0,0,68,35.4714251,0.592273432065789,0.90398,0.306396782692711,68,11.644959,0.558761399952311,0.25893,0.120365167072723,68,17.42723,0.51225279798596,0.66789,0.160085778742384,68,46.548,0.415633385462611,1.95904,0.469176676506599
70,40.612,0.115643129209362,1.95788,0.00349819000818045,70,11.009,0.0772370089759797,0.49583,0.119532571572215,70,10.13,0.0319722101554183,0.45683,0.117850480129131,70,25.715,0.260949122329324,0.97129,0.333256872730664,70,88.362,2.10968560058918,3.13405,1.07431178202606,70,29.756,0.600688493869049,1.26739,0.437960055129334,70,0.42692,0.0246797848000702,0,0,70,0.382259,0.0434133232109939,0,0,70,35.8264881,0.645334308936152,0.91478,0.318266205138612,70,11.19962,0.649677067335936,0.17545,0.048678291990487,70,16.924676,0.427188375601314,0.65336,0.155482311962915,70,47.096,1.37977614931634,1.98467,0.477465470653813
