Treads|Time|Energy|CO2eq|travelled
2|0:00:37|0,0027|1,2724|0,0118
4|0:00:34|0,0026|1,2440|0,0116
6|0:00:26|0,0021|0,9827|0,0091
8|0:00:26|0,0021|1,0113|0,0094
10|0:00:26|0,0022|1,0389|0,0097
12|0:00:26|0,0022|1,0651|0,0099
14|0:00:26|0,0023|1,0750|0,0100
16|0:00:25|0,0023|1,0817|0,0101
18|0:00:26|0,0024|1,1376|0,0106
20|0:00:26|0,0024|1,1382|0,0106
22|0:00:27|0,0025|1,1879|0,0111
24|0:00:26|0,0025|1,1780|0,0110
26|0:00:26|0,0024|1,1475|0,0107
28|0:00:27|0,0025|1,1782|0,0110
30|0:00:27|0,0025|1,1843|0,0110
32|0:00:26|0,0024|1,1491|0,0107
34|0:00:27|0,0025|1,1801|0,0110
36|0:00:27|0,0025|1,1839|0,0110
38|0:00:27|0,0025|1,1925|0,0111
40|0:00:25|0,0024|1,1275|0,0105
42|0:00:27|0,0025|1,2031|0,0112
44|0:00:27|0,0026|1,2212|0,0114
46|0:00:27|0,0026|1,2184|0,0113
48|0:00:28|0,0026|1,2427|0,0116
