Threads,time_seconds,Time,Energy,CO2eq,travelled
2,252.03,0:04:14,0.0189,8.9750,0.0835
4,222.06,0:03:44,0.0177,8.4247,0.0784
6,254.06,0:04:15,0.0209,9.9315,0.0924
8,296.49,0:04:58,0.0249,11.8205,0.1100
10,325.11,0:05:27,0.0280,13.2895,0.1236
12,344.27,0:05:46,0.0301,14.3206,0.1332
14,305.42,0:05:07,0.0274,13.0127,0.1210
16,261.85,0:04:23,0.0241,11.4261,0.1063
18,233.00,0:03:54,0.0221,10.5012,0.0977
20,211.53,0:03:33,0.0210,9.9760,0.0928
22,198.13,0:03:19,0.0207,9.8140,0.0913
24,193.03,0:03:14,0.0209,9.9118,0.0922
26,200.49,0:03:22,0.0212,10.0506,0.0935
28,218.99,0:03:40,0.0225,10.7032,0.0996
30,276.26,0:04:38,0.0273,12.9713,0.1207
32,258.58,0:04:20,0.0254,12.0769,0.1123
34,252.81,0:04:14,0.0252,11.9472,0.1111
36,305.94,0:05:07,0.0281,13.3268,0.1240
38,273.89,0:04:35,0.0266,12.6363,0.1175
40,260.25,0:04:22,0.0257,12.2162,0.1136
42,271.96,0:04:33,0.0273,12.9885,0.1208
44,231.53,0:03:53,0.0240,11.4146,0.1062
46,222.06,0:03:43,0.0236,11.1886,0.1041
48,229.67,0:03:51,0.0242,11.4857,0.1068
