Threads,time_seconds,Time,Energy,CO2eq,travelled
2,249.57,0:04:12,0.0103,4.9043,0.0456
4,146.47,0:02:28,0.0068,3.2205,0.0300
6,111.69,0:01:53,0.0056,2.6619,0.0248
8,93.13,0:01:34,0.0049,2.3458,0.0218
10,85.82,0:01:26,0.0048,2.2753,0.0212
12,87.30,0:01:28,0.0051,2.4186,0.0225
14,91.83,0:01:32,0.0056,2.6412,0.0246
16,98.72,0:01:39,0.0062,2.9469,0.0274
18,104.07,0:01:45,0.0067,3.2028,0.0298
20,111.12,0:01:52,0.0074,3.5247,0.0328
22,116.13,0:01:57,0.0080,3.7781,0.0351
24,106.22,0:01:47,0.0075,3.5535,0.0331
26,99.40,0:01:40,0.0070,3.3430,0.0311
28,94.05,0:01:35,0.0069,3.2665,0.0304
30,85.83,0:01:26,0.0065,3.0728,0.0286
32,79.73,0:01:20,0.0062,2.9630,0.0276
34,79.67,0:01:20,0.0063,3.0005,0.0279
36,76.24,0:01:17,0.0063,2.9823,0.0277
38,69.95,0:01:10,0.0061,2.9050,0.0270
40,65.28,0:01:06,0.0061,2.8875,0.0269
42,65.61,0:01:06,0.0062,2.9665,0.0276
44,65.83,0:01:06,0.0065,3.0661,0.0285
46,73.62,0:01:14,0.0068,3.2510,0.0302
48,72.17,0:01:13,0.0067,3.1650,0.0294
50,72.43,0:01:13,0.0067,3.1633,0.0294
52,74.39,0:01:15,0.0068,3.2200,0.0300
54,72.75,0:01:13,0.0068,3.2303,0.0300
56,75.05,0:01:16,0.0070,3.3013,0.0307
58,71.14,0:01:12,0.0068,3.2362,0.0301
60,75.99,0:01:17,0.0070,3.3108,0.0308
62,79.37,0:01:20,0.0071,3.3612,0.0313
64,83.59,0:01:24,0.0073,3.4839,0.0324
66,90.45,0:01:31,0.0077,3.6616,0.0341
68,88.83,0:01:29,0.0076,3.6169,0.0336
70,88.64,0:01:29,0.0077,3.6449,0.0339
72,82.08,0:01:23,0.0074,3.4932,0.0325
74,81.62,0:01:22,0.0074,3.5014,0.0326
76,78.55,0:01:19,0.0072,3.4431,0.0320
78,78.67,0:01:19,0.0074,3.4942,0.0325
80,73.24,0:01:14,0.0070,3.3406,0.0311
82,72.64,0:01:13,0.0071,3.3757,0.0314
84,73.93,0:01:14,0.0072,3.4102,0.0317
86,72.80,0:01:13,0.0072,3.4057,0.0317
88,73.97,0:01:15,0.0072,3.4091,0.0317
