Treads|Time|Energy|CO2eq|travelled
2|0:02:15|0,0038|0,5343|0,0050
4|0:01:14|0,0023|0,3203|0,0030
6|0:00:57|0,0019|0,2634|0,0024
8|0:00:52|0,0018|0,2556|0,0024
10|0:01:06|0,0021|0,3038|0,0028
12|0:00:58|0,0020|0,2782|0,0026
14|0:00:54|0,0019|0,2650|0,0025
16|0:00:54|0,0019|0,2706|0,0025
