Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,176.779617,0:02:57,0.0064,0.9039,0.0084
4,histo,750.256775,0:12:30,0.0283,4.0164,0.0374
6,histo,1226.386719,0:20:27,0.0469,6.6502,0.0619
8,histo,1124.005737,0:18:44,0.0447,6.3309,0.0589
10,histo,1231.528198,0:20:32,0.0502,7.1237,0.0663
12,histo,1659.087891,0:27:39,0.0690,9.7808,0.0910
14,histo,1822.554443,0:30:23,0.0775,10.9879,0.1022
16,histo,1930.748047,0:32:11,0.0831,11.7842,0.1096
18,histo,1710.967041,0:28:31,0.0749,10.6137,0.0987
20,histo,1989.964478,0:33:10,0.0891,12.6362,0.1175
22,histo,1910.587769,0:31:51,0.0875,12.4078,0.1154
24,histo,2231.610840,0:37:12,0.1037,14.6961,0.1367
26,histo,2100.923340,0:35:01,0.0999,14.1645,0.1318
28,histo,2556.708984,0:42:37,0.1253,17.7672,0.1653
30,histo,2335.794434,0:38:56,0.1171,16.6053,0.1545
32,histo,2575.611572,0:42:56,0.1312,18.6004,0.1730
34,histo,2574.857666,0:42:55,0.1333,18.8991,0.1758
36,histo,2731.809570,0:45:32,0.1446,20.4988,0.1907
38,histo,2753.816650,0:45:54,0.1477,20.9411,0.1948
40,histo,2891.883057,0:48:12,0.1565,22.1828,0.2064
42,histo,2988.202881,0:49:48,0.1643,23.2972,0.2167
44,histo,2963.093750,0:49:23,0.1692,23.9843,0.2231
46,histo,2807.635010,0:46:48,0.1612,22.8527,0.2126
48,histo,2756.986328,0:45:57,0.1574,22.3146,0.2076
50,histo,3078.518311,0:51:19,0.1787,25.3356,0.2357
52,histo,2854.503174,0:47:35,0.1670,23.6748,0.2202
54,histo,2911.411377,0:48:32,0.1717,24.3476,0.2265
56,histo,2977.274170,0:49:37,0.1761,24.9639,0.2322
58,histo,2862.425049,0:47:43,0.1716,24.3219,0.2262
60,histo,3035.163818,0:50:35,0.1837,26.0464,0.2423
62,histo,2958.567871,0:49:19,0.1805,25.5891,0.2380
64,histo,2992.498047,0:49:54,0.1838,26.0556,0.2424
66,histo,3068.259521,0:51:09,0.1915,27.1480,0.2525
68,histo,3127.971680,0:52:08,0.1956,27.7361,0.2580
70,histo,3098.045410,0:51:39,0.1959,27.7753,0.2584
72,histo,NaN,NaN,NaN,NaN,NaN
