Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lbm,664.445129,0:11:07,0.0248,11.7956,0.1097
4,lbm,354.508057,0:05:57,0.0147,6.9691,0.0648
6,lbm,259.647736,0:04:22,0.0114,5.4075,0.0503
8,lbm,201.536346,0:03:25,0.0094,4.4804,0.0417
10,lbm,165.890244,0:02:49,0.0080,3.7957,0.0353
12,lbm,144.407837,0:02:27,0.0074,3.4918,0.0325
14,lbm,128.467377,0:02:11,0.0068,3.2422,0.0302
16,lbm,116.453911,0:01:59,0.0064,3.0212,0.0281
18,lbm,106.399132,0:01:49,0.0060,2.8344,0.0264
20,lbm,96.507713,0:01:39,0.0057,2.6958,0.0251
22,lbm,88.287781,0:01:31,0.0051,2.4364,0.0227
24,lbm,81.435875,0:01:24,0.0052,2.4749,0.0230
26,lbm,75.719254,0:01:18,0.0048,2.2714,0.0211
28,lbm,70.736153,0:01:14,0.0049,2.3211,0.0216
30,lbm,67.465446,0:01:10,0.0047,2.2513,0.0209
32,lbm,64.821663,0:01:08,0.0045,2.1234,0.0198
34,lbm,63.297043,0:01:06,0.0048,2.2672,0.0211
36,lbm,62.155815,0:01:05,0.0048,2.2870,0.0213
38,lbm,61.684582,0:01:04,0.0049,2.3066,0.0215
40,lbm,61.212551,0:01:04,0.0049,2.3279,0.0217
42,lbm,61.037521,0:01:04,0.0049,2.3390,0.0218
44,lbm,61.246452,0:01:04,0.0049,2.3231,0.0216
46,lbm,58.930138,0:01:02,0.0049,2.3425,0.0218
48,lbm,56.654099,0:00:59,0.0048,2.2877,0.0213
50,lbm,54.214428,0:00:57,0.0043,2.0404,0.0190
52,lbm,52.129269,0:00:55,0.0047,2.2343,0.0208
54,lbm,50.752983,0:00:53,0.0046,2.1759,0.0202
56,lbm,48.494247,0:00:51,0.0046,2.1734,0.0202
58,lbm,47.371098,0:00:50,0.0045,2.1598,0.0201
60,lbm,45.022175,0:00:48,0.0040,1.8858,0.0175
62,lbm,43.529613,0:00:46,0.0038,1.7955,0.0167
64,lbm,40.068401,0:00:43,0.0041,1.9504,0.0181
66,lbm,36.403263,0:00:39,0.0039,1.8502,0.0172
68,lbm,33.151939,0:00:36,0.0031,1.4521,0.0135
70,lbm,31.669498,0:00:34,0.0030,1.4204,0.0132
72,lbm,30.706947,0:00:33,0.0035,1.6578,0.0154
74,lbm,29.470881,0:00:32,0.0034,1.6317,0.0152
76,lbm,28.692904,0:00:31,0.0034,1.6238,0.0151
78,lbm,28.297749,0:00:31,0.0034,1.6325,0.0152
80,lbm,27.984768,0:00:31,0.0034,1.6206,0.0151
82,lbm,27.488361,0:00:30,0.0035,1.6432,0.0153
84,lbm,27.260220,0:00:30,0.0035,1.6585,0.0154
86,lbm,27.324793,0:00:30,0.0036,1.7049,0.0159
88,lbm,28.118196,0:00:31,0.0036,1.7209,0.0160
