Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,bfs,2.414718,0:00:05,0.0003,0.0466,0.0004
4,bfs,2.580225,0:00:05,0.0003,0.0469,0.0004
6,bfs,2.898927,0:00:05,0.0004,0.0503,0.0005
8,bfs,3.197868,0:00:05,0.0004,0.0532,0.0005
10,bfs,3.832095,0:00:06,0.0004,0.0595,0.0006
12,bfs,3.669690,0:00:06,0.0004,0.0591,0.0005
14,bfs,3.991269,0:00:06,0.0004,0.0636,0.0006
16,bfs,4.238822,0:00:07,0.0004,0.0636,0.0006
18,bfs,4.450330,0:00:07,0.0005,0.0662,0.0006
20,bfs,4.666570,0:00:07,0.0005,0.0694,0.0006
22,bfs,4.960818,0:00:07,0.0005,0.0724,0.0007
24,bfs,5.169254,0:00:07,0.0005,0.0741,0.0007
26,bfs,7.019509,0:00:09,0.0006,0.0910,0.0008
28,bfs,7.636813,0:00:10,0.0007,0.0992,0.0009
30,bfs,8.415686,0:00:11,0.0008,0.1070,0.0010
32,bfs,9.020554,0:00:11,0.0008,0.1139,0.0011
34,bfs,9.768441,0:00:12,0.0008,0.1189,0.0011
36,bfs,10.647867,0:00:13,0.0009,0.1284,0.0012
38,bfs,11.139661,0:00:13,0.0009,0.1311,0.0012
40,bfs,11.318862,0:00:13,0.0010,0.1376,0.0013
42,bfs,12.017510,0:00:14,0.0012,0.1652,0.0015
44,bfs,12.857168,0:00:15,0.0013,0.1826,0.0017
46,bfs,13.470504,0:00:16,0.0014,0.1934,0.0018
48,bfs,13.700654,0:00:16,0.0014,0.1973,0.0018
