Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lbm,522.088196,0:08:45,0.0366,5.1846,0.0482
4,lbm,278.718933,0:04:41,0.0208,2.9542,0.0275
6,lbm,196.014633,0:03:18,0.0158,2.2470,0.0209
8,lbm,179.355453,0:03:02,0.0153,2.1673,0.0202
10,lbm,183.551788,0:03:06,0.0158,2.2439,0.0209
12,lbm,185.627441,0:03:08,0.0159,2.2525,0.0210
14,lbm,188.507080,0:03:11,0.0164,2.3260,0.0216
16,lbm,189.402725,0:03:12,0.0168,2.3776,0.0221
18,lbm,189.552887,0:03:12,0.0171,2.4271,0.0226
20,lbm,189.182251,0:03:11,0.0170,2.4123,0.0224
22,lbm,190.403137,0:03:13,0.0174,2.4604,0.0229
24,lbm,192.990112,0:03:16,0.0172,2.4450,0.0227
26,lbm,178.932709,0:03:02,0.0163,2.3132,0.0215
28,lbm,164.852829,0:02:47,0.0151,2.1434,0.0199
30,lbm,155.458527,0:02:38,0.0147,2.0872,0.0194
32,lbm,145.693069,0:02:28,0.0141,2.0051,0.0187
34,lbm,136.124985,0:02:19,0.0136,1.9323,0.0180
36,lbm,129.085815,0:02:11,0.0132,1.8671,0.0174
38,lbm,122.595901,0:02:05,0.0128,1.8213,0.0169
40,lbm,115.460335,0:01:58,0.0123,1.7392,0.0162
42,lbm,109.276878,0:01:51,0.0118,1.6754,0.0156
44,lbm,104.645760,0:01:47,0.0120,1.6985,0.0158
46,lbm,99.065956,0:01:41,0.0112,1.5899,0.0148
48,lbm,95.334412,0:01:38,0.0114,1.6169,0.0150
