Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,histo,182.581467,0:03:03,0.0124,1.7572,0.0163
4,histo,975.441650,0:16:16,0.0673,9.5365,0.0887
6,histo,1216.594849,0:20:17,0.0861,12.2070,0.1136
8,histo,1272.226562,0:21:12,0.0916,12.9898,0.1208
10,histo,1680.731812,0:28:01,0.1221,17.3113,0.1610
12,histo,1753.042725,0:29:13,0.1293,18.3298,0.1705
14,histo,1753.723267,0:29:14,0.1323,18.7542,0.1745
16,histo,1848.066772,0:30:48,0.1418,20.1060,0.1870
18,histo,1807.660034,0:30:09,0.1404,19.9013,0.1851
20,histo,1973.195190,0:32:53,0.1528,21.6674,0.2016
22,histo,2018.901245,0:33:39,0.1593,22.5816,0.2101
24,histo,2055.393066,0:34:15,0.1620,22.9625,0.2136
26,histo,2511.235352,0:41:51,0.2027,28.7367,0.2673
28,histo,2808.164307,0:46:48,0.2298,32.5779,0.3031
30,histo,2588.760986,0:43:09,0.2124,30.1159,0.2801
32,histo,3167.972168,0:52:48,0.2683,38.0329,0.3538
34,histo,3299.785889,0:55:00,0.2842,40.2855,0.3747
36,histo,3662.534668,1:01:03,0.3228,45.7580,0.4257
38,histo,3516.364258,0:58:37,0.3109,44.0796,0.4100
40,histo,3644.554932,1:00:45,0.3254,46.1296,0.4291
42,histo,3625.590820,1:00:26,0.3265,46.2896,0.4306
44,histo,3334.256836,0:55:34,0.2993,42.4344,0.3947
46,histo,4091.837891,1:08:12,0.3810,54.0101,0.5024
48,histo,3695.240723,1:01:35,0.3442,48.8033,0.4540
