Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,lbm,521.488708,0:08:44,0.0365,5.1751,0.0481
4,lbm,278.782532,0:04:41,0.0209,2.9562,0.0275
6,lbm,196.085571,0:03:18,0.0159,2.2490,0.0209
8,lbm,178.510742,0:03:01,0.0152,2.1559,0.0201
10,lbm,185.152557,0:03:07,0.0160,2.2660,0.0211
12,lbm,186.762527,0:03:09,0.0160,2.2657,0.0211
14,lbm,187.845078,0:03:10,0.0162,2.3024,0.0214
16,lbm,189.883179,0:03:12,0.0168,2.3805,0.0221
18,lbm,189.748474,0:03:12,0.0170,2.4160,0.0225
20,lbm,189.119171,0:03:11,0.0171,2.4235,0.0225
22,lbm,189.096008,0:03:11,0.0174,2.4612,0.0229
24,lbm,190.563873,0:03:13,0.0171,2.4295,0.0226
26,lbm,178.054810,0:03:00,0.0163,2.3150,0.0215
28,lbm,165.059631,0:02:47,0.0152,2.1480,0.0200
30,lbm,155.142517,0:02:37,0.0146,2.0691,0.0192
32,lbm,145.319580,0:02:28,0.0141,2.0025,0.0186
34,lbm,135.671829,0:02:18,0.0136,1.9213,0.0179
36,lbm,130.081482,0:02:12,0.0133,1.8787,0.0175
38,lbm,121.529900,0:02:04,0.0124,1.7570,0.0163
40,lbm,117.342972,0:02:00,0.0126,1.7916,0.0167
42,lbm,108.622070,0:01:51,0.0122,1.7265,0.0161
44,lbm,104.763138,0:01:47,0.0120,1.7036,0.0158
46,lbm,100.731842,0:01:43,0.0119,1.6829,0.0157
48,lbm,95.423149,0:01:38,0.0114,1.6180,0.0151
