Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,leukocyte,422631.930,0:07:03,0.0050,2.3948,0.0223
4,leukocyte,221062.597,0:03:41,0.0030,1.4371,0.0134
6,leukocyte,156227.120,0:02:36,0.0023,1.0851,0.0101
8,leukocyte,134666.592,0:02:15,0.0020,0.9726,0.0090
10,leukocyte,111004.994,0:01:51,0.0018,0.8521,0.0079
12,leukocyte,90789.465,0:01:31,0.0015,0.7448,0.0069
14,leukocyte,90235.879,0:01:30,0.0015,0.7311,0.0068
16,leukocyte,85966.752,0:01:26,0.0015,0.7093,0.0066
18,leukocyte,69019.673,0:01:09,0.0013,0.6106,0.0057
20,leukocyte,68051.425,0:01:08,0.0013,0.6151,0.0057
22,leukocyte,68082.007,0:01:08,0.0013,0.6167,0.0057
24,leukocyte,65873.697,0:01:06,0.0013,0.6132,0.0057
26,leukocyte,64057.454,0:01:04,0.0012,0.5986,0.0056
28,leukocyte,64840.035,0:01:05,0.0013,0.6021,0.0056
30,leukocyte,65262.021,0:01:05,0.0013,0.6078,0.0057
32,leukocyte,61135.144,0:01:01,0.0012,0.5824,0.0054
34,leukocyte,59040.507,0:00:59,0.0012,0.5567,0.0052
36,leukocyte,41431.403,0:00:41,0.0010,0.4737,0.0044
38,leukocyte,41285.204,0:00:41,0.0010,0.4740,0.0044
40,leukocyte,41832.710,0:00:42,0.0010,0.4745,0.0044
42,leukocyte,42916.808,0:00:43,0.0010,0.4768,0.0044
44,leukocyte,43695.360,0:00:44,0.0010,0.4795,0.0045
46,leukocyte,42239.453,0:00:42,0.0010,0.4780,0.0044
48,leukocyte,43323.325,0:00:43,0.0010,0.4867,0.0045
50,leukocyte,40541.494,0:00:41,0.0010,0.4662,0.0043
52,leukocyte,42496.328,0:00:42,0.0010,0.4779,0.0044
54,leukocyte,42029.519,0:00:42,0.0010,0.4791,0.0045
56,leukocyte,42450.219,0:00:42,0.0010,0.4750,0.0044
58,leukocyte,41617.137,0:00:42,0.0010,0.4755,0.0044
60,leukocyte,43570.811,0:00:44,0.0010,0.4843,0.0045
62,leukocyte,40609.823,0:00:41,0.0010,0.4733,0.0044
64,leukocyte,41160.904,0:00:41,0.0010,0.4762,0.0044
66,leukocyte,44868.400,0:00:45,0.0010,0.4898,0.0046
68,leukocyte,45184.922,0:00:45,0.0010,0.4936,0.0046
70,leukocyte,49111.623,0:00:49,0.0011,0.5145,0.0048
72,leukocyte,41227.081,0:00:41,0.0010,0.4692,0.0044
74,leukocyte,46676.876,0:00:47,0.0010,0.4996,0.0046
76,leukocyte,45632.223,0:00:46,0.0010,0.4942,0.0046
78,leukocyte,44783.374,0:00:45,0.0010,0.4942,0.0046
80,leukocyte,50692.279,0:00:51,0.0011,0.5222,0.0049
82,leukocyte,54398.814,0:00:54,0.0011,0.5478,0.0051
84,leukocyte,56414.268,0:00:56,0.0011,0.5485,0.0051
86,leukocyte,58893.367,0:00:59,0.0012,0.5686,0.0053
88,leukocyte,54278.930,0:00:54,0.0011,0.5473,0.0051
